current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Senior Business Analyst,DrinkPrime,4.0,"Business Strategy, Marketing Strategy, Interpersonal Communication, Problem Solving, Business Intelligence (BI), Google Sheets, Business Analysis, Data Analysis, SQL",Bachelor of Technology - BTech,Amrita Vishwa Vidyapeetham,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Genpact,7.9,"Collaborative Work, Performance Marketing, Key Performance Indicators, Customer Marketing, Business Insights, Knowledge Acquisition, Writing, Strategy, Presentations, Job Skills, Event Planning, Customer Service, Sales, Board Presentations, Teamwork, Diary Management, Confidentiality, Attention to Detail, Campaigns, Relationship Development, Business, New Business Development, Sales Management, Presentation Skills, Market Analysis, Digital Marketing, Time Management, Social Media, Customer Experience, Sales and Marketing, Strategic Communications, Analytical Reasoning, Analytical Skills, Technical Sales, Microsoft Word, Contract Negotiation, Team Management, Data Analysis, Advertising, Management, Marketing, Leadership, Logo Design, Social Media Marketing, Digital Media, Business Development, Microsoft Excel, Microsoft Office, Microsoft PowerPoint, Problem Solving",Master of Business Administration - MBA,SYMBIOSIS INTERNATIONAL UNIVERSITY,"BCG-Strategy Consulting Virtual Experience Program, Create a Brand Strategy , Product management - Building a product strategy , Product management, Excel Basics for Data Analytics, Fundamentals of digital marketing, Sevenkosmos, Successful Negotiation: Essential Strategies and Skills, Tutoraj, Oak Summit , Social Media Marketing Intern, Code yourself - Introduction to coding, Diversity and Inclusion In the Workplace",Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Meesho,2.4,"React.js, Communication, Leadership, Canva, GitHub, Git, Node.js, JavaScript, Web Development",Bachelor of Technology - BTech,National Institute of Technology Delhi,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Futurense Technologies,1.4,"Hair Styling, Stage Make-up, Bridal Makeup, Cosmetics, Makeup Artistry, English, Research, Communication, Analytical Skills, Finance, Training, Project Management",Bachelor of Engineering - BE,B. M. S. College of Engineering,,Bengaluru,Karnataka,India,business_analyst_Final
Senior Associate - Product & Digital Solutions,Reserve Bank Innovation Hub (RBIH),4.2,"Project Management, Business Relationship Management, Financial Analysis, Business Analysis, Market Research, Product Development, Product Management, IT Business Analysis, User Stories, BRD, Fashion Accessory Design, Shoe Design, Fashion Design, Fashion Consulting, Apparel",Master of Business Administration - MBA,"Indian Institute of Management, Kozhikode",,Bengaluru,Karnataka,India,business_analyst_Final
Senior Associate - Commercial Excellence,Axtria - Ingenious Insights,3.2,"Strategy, Management, Problem Solving, English, Operations Management",Master of Business Administration - MBA,"Birla Institute of Technology and Science, Pilani",,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Siemens Technology and Services Private Limited,4.7,"PyTorch, Data Center Management, SAP Products, Databases, Knime, Data Manipulation, Call Management, Root Cause Analysis, Data Modeling, Statistical Data Analysis, Machine Learning, Deep Learning, Recurrent Neural Networks (RNN), Information Technology, Jira, Finance, Commerce, Critical Thinking, Presentations, VLOOKUP, Pivot Tables, Microsoft PowerPoint, Microsoft Office, Problem Solving, Data Management, Data Analytics, Team Management, Reasoning Skills, Client Relations, Interpersonal Skills, Business Analytics, Financial Modeling, MySQL, SQL, Negotiation, Marketing Management, Retail, Data Visualization, Business Development, Communication, Analytics, Financial Analysis, Business Analysis, Analytical Skills, Marketing Strategy, Marketing, Sales, Predictive Analytics, Microsoft Power BI, Tableau, Python (Programming Language), Data Analysis, Writing, English, Microsoft Excel, Microsoft Word, Strategic Leadership, Body Language, Professional Communication",Postgraduate Degree,JAGSoM - Jagdish Sheth School of Management,"Body Language Essentials for the Working Professional, Body Language for Authentic Leadership, Science-Based Habits for Modern Leadership, The Science of Compelling Body Language, Excel: Macros and VBA for Beginners, Getting Started with Power BI, Power BI Essential Training, Biases and Portfolio Selection, Content Strategy for Professionals: Ensuring Your Content Impact, Content Strategy for Professionals: Expanding Your Content’s Reach, Content Strategy for Professionals: Managing Content, Customer Value in Pricing Strategy , Database Management Essentials, Digital Product Management Modern Fundamentals, Starting a Successful Project, Supply Chain Analytics, The Business of Product Management I , The Business of Product Management II , Business Intelligence and Competitive Analysis, ESG-focused Financial Product , Foundations of Project Management, Mathematics for Machine Learning , Supply Chain Analytics Essentials, Supply Chain Operations , Branding and Customer Experience, Basic Data Descriptors, Statistical Distributions,  and Application to Business Decisions, Business Applications of Hypothesis Testing and Confidence Interval Estimation, Linear Regression for Business Statistics, Corporate Finance II: Financing Investments and  Managing Risk, Management Communications, Mathematics for Management, Quantitative Methods , Spreadsheet Modelling",Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Swiggy,9.7,"Marketing Strategy, Marketing Management, Social Media Marketing, SalesForce, Data Governance, Key Performance Indicators, Managing Associates, Operations Management, Google Sheets, Excel, Metadata Management, Data Quality, Salesforce.com, DAX, Data Modeling, Visualization, Data Cleaning, Excel Dashboards, Data Management, Analytical Skills, Business Requirements, Data Visualization, Advance excel, Microsoft Power BI, Machine Learning, Microsoft excel, Statistical Data Analysis, Natural Language Processing (NLP), Customer handling , Customer Success, Field Work, Campaign Strategies, Hitting Targets, Non-Governmental Organizations (NGOs), Writing, Customer Service, Product Knowledge, Creative Problem Solving,  Adherence to Standards, Time Management , Adaptability, Customer Satisfaction Focus, Attention to Detail, Teamwork, Leadership, Data Analysis, Problem sloving, SQL, Microsoft Excel, Python (Programming Language), Administrative Assistance, Problem Solving, Accounting, Financial Accounting, Communication, Sales, Financial Analysis, Business Analysis, Project Management, Time Management",Data Science certification program ,Newton School,"Excel and ChatGPT: Data Analysis Power Tips, Excel: Power Query , Salesforce Administrator Cert Prep: 2 Security and Data Model, Salesforce Certified Administrator (SCA), Level Up: MySQL, Power BI Data Modeling with DAX, Project Online Reporting with Power BI, Salesforce Administrator Cert Prep, Salesforce Essential Training",Bengaluru,Karnataka,India,business_analyst_Final
Associate - New Initiatives (Intercity),Porter,1.4,"Generative AI, Custom GPTs, Agentic AI, Prompt Engineering, Strategic Planning, Standards Compliance, Third-Party Vendor Management, Supply Chain Operations, AI in Business, Machine Learning in Business, Business Intelligence (BI), Data Storytelling, Project Management, Data Cleaning, Data Modeling, Organization Skills, Predictive Analytics, Dashboards, Problem Solving, Attention to Detail, Data-driven Decision Making, Python (Programming Language), PostgreSQL, Microsoft Excel, Machine Learning, Interpersonal Skills, User Experience (UX), Data Management, Data Analysis, Data Visualization, Statistical Data Analysis, Critical Thinking, Communication",Bachelor's degree,RV University,"Generative AI Mastermind Workshop, AI, Business & the Future of Work, Accenture North America - Data Analytics and Visualization Job Simulation, Data Analysis using Microsoft Excel, JPMorgan Chase & Co. - Excel Skills Job Simulation Virtual Internship, Analytica - A Business Analytics Hackathon, Certified Sustainable Development Workshop , Google Analytics Individual Qualification",Bengaluru,Karnataka,India,business_analyst_Final
Senior Business Analyst,Quantiphi,3.2,"Machine Learning, Artificial Intelligence (AI), Account Management, Solution Selling, Google Cloud Platform (GCP), Applied Machine Learning, Technical Documentation, Request for Proposal (RFP), Requirements Gathering, Business Analysis, English, Project Management, Engineering, Communication, Problem Solving, C (Programming Language), Data Analysis, AutoCAD",Bachelor of Technology - BTech,National Institute of Technology Calicut,"Associate Cloud Engineer, Cloud Digital Leader, Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360, R Programming",,,India,business_analyst_Final
Business Analyst,Indegene,1.8,"Research Skills, Community Outreach, Strategic Communications, Product Management, Quality Assurance, User Stories, Team Management, Requirements Gathering, Social Media Analysis, IT Business Analysis, Customer Relationship Management (CRM), Business Requirements, BRDs, Managed Accounts, Data Preparation, Technical Solution Design, Application Development, Data Engineering, Presentations, Project Management, Business Process, Data Mapping, Thinking Skills, Attention to Detail, Written Communication, Data Quality, Critical Thinking, Data Collection, Problem Solving, Microsoft Office, Communication, Business Planning, Business Growth, Microsoft Excel, SQL, Data Cleaning and Modeling, Statistical Modeling, Business Insights, Dashboards, Data Visualization, Data Entry, Management, Data Analysis, Business Analysis, R (Programming Language), Python (Programming Language), Analytical Skills, Strategic Planning, Organization Skills, Solution Implementation, Problem Identification, Accounting",Master of Business Administration - MBA,"Christ (Deemed to be University) Pune, Lavasa","Introduction to Six Sigma, Data Visualisation: Empowering Business with Effective Insights, Machine Learning using R, Python and Chatgpt, Organizational Structure Training, Data Analytics and Visualization Virtual Experience",,,India,business_analyst_Final
Business Analyst,Dhurin,3.4,"Teamwork, Spreadsheets, Data Mining, Business Intelligence (BI), Statistical Analysis, Requirements Gathering, Business Process, Problem Solving, Dashboards, Data Manipulation, Analytical Skills, Engineering, English, Communication, Project Management, Leadership, CATIA",Bachelor's degree,MS RAMAIAH INSTITUTE OF TECHNOLOGY,,Chikmagalūr,Karnataka,India,business_analyst_Final
Business Analyst,Pocket FM,1.3,"SQL, Amazon QuickSight, Azure Databricks, Figma, HTML, React.js, Finance, Financial Analysis",Bachelor of Engineering + Minor in Finance,"Birla Institute of Technology and Science, Pilani - Goa Campus","Generative AI with Large Language Models, Fundamentals of Digital Marketing",Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,InsureComp,2.2,"Exploratory Data Analysis, Solution-oriented, Business Analysis, Presentation Skills, Machine Learning Algorithms, Dashboards, Statistics, Business Insights, Social Impact, Presentations, Databases, Analytical Skills, NumPy, Statistical Analysis, Datasets, Visualization, Business Intelligence (BI), Data Visualization, Key Performance Indicators, Data Cleaning, Data Analysis, Extract, Transform, Load (ETL), Data Modeling, Data Manipulation, Data Analytics, Tableau, Microsoft Power BI, Machine Learning, Python (Programming Language), Microsoft Office, Communication, Problem Solving, SQL, Computer Science",Postgraduate Degree,Imarticus,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,DBQ TECHNOLOGIES PRIVATE LIMITED,1.3,"Extract, Transform, Load (ETL), Microsoft SQL Server, Data Collection, Matplotlib, Microsoft Excel, Communication, Problem Solving, Machine Learning, Seaborn, Data Science, Data Analysis, Pandas, NumPy, PowerBi, SQL, EDA, Python (Programming Language)",Data Science,360digiTMG,,Bengaluru,Karnataka,India,business_analyst_Final
Software Engineer,eClinicalWorks,3.3,"Pandas, Databases, Statistics, Hypothesis Testing, Insight Generation, Business Requirements, Statistical Concepts, Presentations, Problem Solving, Presentation Skills, Microsoft Office, Python (Programming Language), Tableau, MySQL, Microsoft Power BI, English, Microsoft Excel, Communication, Marketing, Analytical Skills, Management, Data Analysis, SQL",PGDM,Nitte School of Management," Python for Data Science, AI & Development, Excel: Lookup Functions in Depth, MySQL Advanced Topics, Python Project for Data Science,  Data Visualization and Dashboards with Excel and Cognos,  Excel Basics for Data Analysis, Introduction to Data Analytics",Bengaluru,Karnataka,India,business_analyst_Final
Technical Business Analyst,Quantiphi,5.8,"Deploying and Managing Compute resources, Cloud Infrastructure Understanding, Basic Networking and Security, Troubleshooting, Advanced System Design, security and compliance, Automation and Optimisation , Prompt Engineering, ChatGPT, Timelines, Project Documentation, Easily Adaptable, Project Planning, Analytical Skills, Task Assignment, Project Plans, Project Teams, Organization Skills, Software Development Life Cycle (SDLC), SQL, Communication, Project Management, Market Research, Object-Oriented Programming (OOP), Data Science, Java, DSA, Java Application Development, python developer, Front-End Development, Web Content Writing, Search Engine Optimization (SEO), Problem Solving, C++, Python (Programming Language), Artificial Intelligence (AI), Machine Learning, Data Analysis, Amazon Web Services (AWS), Playing Cricket",Bachelor of Technology - BTech,SRM IST Chennai,"Microsoft Certified: Azure Administrator Associate, Professional Cloud Developer Certification, Google Cloud Certified Associate Cloud Engineer, Prompt Engineering for ChatGPT, AWS Academy Graduate - AWS Academy Data Analytics",Bengaluru,Karnataka,India,business_analyst_Final
Software Developer,Kazunov 1AI,0.8,"Python (Programming Language), ERD, PostgreSQL, React.js, Node.js, JavaScript, Relational Data Modeling, Machine Learning, Market Research and Competitive Intelligence, Data Analytics for Business Strategies, Performance Analysis and insights, Strategic Forecasting, CRM and Customer Insights, Shareholder Communications, Operational Efficiency and Process Automation , Performance Analysis and KPI Tracking, Data-driven Decision Making, Resource planning and management, Business Development Strategy, Workflow Optimization, Process Optimization and Efficiency, Stakeholder Communication , AI Driven Operational Insights, Decision Making Frameworks, financial modeling and valuation, business model valuation, Pricing Strategy, Competitive Analysis, Go-to-Market Strategy, Business Growth Strategies, Financial Modeling, Market Research",Bachelor of Engineering - BE,BNM Institute Of Technology,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,HyperVerge,0.8,"Enterprise Sales, Inside Sales, Sales Operations, Project Management, Data Analysis, SQL, Database Management System (DBMS)",Bachelor of Technology - BTech,Amrita Vishwa Vidyapeetham,,Bengaluru,Karnataka,India,business_analyst_Final
Business analyst - ITSM/ITOM Projects ,Institute of Product Leadership,3.8," service now,   itsm,   service catalog, Configuration Management, IT Service Management, Jira, Tableau, Service now , Event Management, cmdb audits, IT Asset Management, gap analysis , stakeholder collaboration , Data Analysis, Customer Journey Mapping, sales funnel analysis , crm tools , Trend Analysis, Stakeholder Management, Requirements Gathering, power bi , uat, SQL, Itom, itsm, Business Analysis, Gap Analysis, cmdm, Service Catalog, ServiceNow, Account Management, Customer Experience, Business Development, Client Onboarding,  customer satisfaction , Upselling, Root Cause Problem Solving, Cross-Selling, Customer Onboarding,  customer retention , Microsoft Excel, CRM Databases, Customer Service Management, Onboarding, Customer Retention, Salesforce.com, Mass Communication, Customer Satisfaction, Negotiation, Customer Loyalty, Customer Relationship Management (CRM), Organization Skills, Oral Communication, Customer Service, Customer Relations, Challenge Driven, Pressure Situations, Team-focused, Multitasking, Direct Sales, Analytical Skills, Edtech, English, Team Leadership, Communication, Teamwork, Problem Solving, Management",,"RKDF Institute of Hotel management, Bhopal",,Bengaluru,Karnataka,India,business_analyst_Final
Associate Software Engineer,Nexnora Technologies ,1.6,"Data Visualization, Key Performance Indicators, Data Analyst, Hlookups, Database Administration, Business Intelligence Tools, Presentation Skills, Advanced Excel, Core python, Tableau, MySQL, Microsoft Power Query, Communication",Bachelor of Business Administration - BBA,Presidency University Bangalore,Certificate of Achievement: Freedom With AI,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Flipkart,5.2,"Microsoft Excel, Analytical Skills, Data Analysis, Python (Programming Language), SQL, Microsoft SQL Server, Modbus, Mechatronics, Arduino IDE, Arduino, Raspberry Pi, MicroPython , Thonny, Material Science, MATLAB, Teaching, Materials Science, System Testing, Literature Reviews, Experimental Research, Optimization, User Experience (UX), User Interface Design, Autodesk Fusion 360, Creo Parametric, mechanical design, Communication skills, Mental Health First Aid, Soft Skills, Group Discussions, accounting fundamentals , IT foundation skills, Overview of AI,  Business Etiquette, Teamwork, Leadership, Team Coordination, Team Management, Event Management, Event Planning, Problem Solving, AutoCAD, Engineering, Communication",Bachelor of Engineering - BE,"Birla Institute of Technology and Science, Pilani","Intermediate Python, MATLAB Onramp, Environmental Social Governance, UI/UX Course, TCS iON Career Edge - Young Professional , Mental Health First Aider",Hyderābād,Telangana,India,business_analyst_Final
Business Analyst executive,Aayan India,1.9,"Project Management, Research Skills, Business Analysis",Bachelor of Technology - BTech,"UNITED COLLEGE OF ENGINEERING AND RESEARCH, GREATER NOIDA",,Prayagraj,Uttar Pradesh,India,business_analyst_Final
Customer Business Analyst,Accenture,7.3,"Customer Service Representatives, Digital Strategy, Support Management, Quality Assurance Analysis, Team Management, Relationship Development, Customer Service, Problem Solving, Customer Satisfaction, Customer Experience, Financial Planning and Analysis (FP&A), P&L Management, Forecasting, Quality Control, Communication, Standard Operating Procedure (SOP), Customer Interaction, Business Process Outsourcing (BPO), Technical Requirements, VBA Excel, Tableau, Business Analysis, Accounts Payable (AP), Accounting, Account Reconciliation, Foreclosures, Non-performing Assets (NPA), Management Information Systems (MIS), Customer Support, Credit Control, Accounts Receivable (AR), High Performance Computing (HPC), Team Leadership, Teamwork, Dispute Resolution, Order to Cash, Urgency, Debt Recovery, Data Monitoring, Business Process Improvement, NBFC, Negotiation, Business Intelligence (BI), Data Modeling, Data Analysis, Customer Retention, Debt Management, Customer Relationship Management (CRM), Debt Collection, Marketing, Commerce, Management, Hindi, Sports",post graduation in diploma management,Sunstone,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Amazon,2.3,"Business Analysis, Data Analysis, English, Communication, Analytical Skills",Bachelor of Education - BEd,ICG Institute of Educational Research & Developement,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst I,Meesho,11.1,"Data Analysis, Machine Learning, Agentic AI, Apache Superset, SQL, Next.js, Go (Programming Language), Python (Programming Language), React.js, Figma (Software), Back-End Web Development, Front-End Development, Kotlin, Web Development, Android Development",,National Institute of Technology Delhi,,Bengaluru,Karnataka,India,business_analyst_Final
Senior Business Analyst,Impact Analytics,4.5,"Google BigQuery, DBeaver, Visual Studio, Postgress, Assortment Optimization, Assortment Planning, Retail, Statistical Analysis, Analytics, Data Analytics, Business Analytics, Business Insights, Business Intelligence (BI), Extract, Transform, Load (ETL), KPI Dashboards, Performance Dashboards, Data Cleaning, Requirements Gathering, Requirements Analysis, VLOOKUP, Ad Hoc Reporting, Agile Methodologies, Statistics, Statistical Data Analysis, Scikit-Learn, A/B Testing, Product Analysis, Business Analysis, Hypothesis Testing, EDA, Tableau, Data Visualization, IT Business Analysis, Microsoft Excel, Matplotlib, Seaborn, Pandas, NumPy, Systems Management, SQL, SAP HANA, Python (Programming Language), Machine Learning, Data Mining, Data Analysis, C (Programming Language), SAP Basis",Bachelor of Technology,"Amrita Vishwa Vidyapeetham, bangalore",SQL(Advanced),Bengaluru,Karnataka,India,business_analyst_Final
Product/Business analyst,BlueTree ,6.9,"Project Management, Data Marts, Creative Problem Solving, Capacity Planning, Business Requirements, Business Process Improvement, Business Process, Data Extraction, Microsoft Office, Business Development, ServiceNow, IT Service Management, Customer Service Management, Presentation Skills, Business Intelligence (BI), Agile Methodologies, Business Planning, Customer Relationship Management (CRM), Analytical Skills, Data Analysis, Business Analysis, Presentations, Microsoft Excel, Education, Customer Service, Engineering, Communication",Bachelor of Technology - BTech,Dayananda Sagar Institutions,"SQLBase Certified Professional, Certified Expert in Microsoft Excel",Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Amazon,3.8,"Amazon QuickSight, Microsoft Power BI, Data Collection, Tableau, Visualization, Statutory Accounting Principles (SAP), Oral Communication, F&A, Data Analysis, Business Analysis, Data Management, Data Science, Data Analytics, Business Insights, Analytics, Databases, Project Management, Public Speaking, Problem Solving, Python (Programming Language), Test Automation, Analytical Skills, Communication, Organization Skills, Business Process, Time Management, Leadership, Microsoft Excel, C, Microsoft Office, Matlab, CAD/CAM, CNC Programming, C++, SQL",BTech - Bachelor of Technology,NIT Meghalya,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Philips,2.5,"Microsoft Excel, Leadership, Management, MySQL, Automation, MES, Powerbi, Microsoft Power Automate, Product Lifecycle Management, PyTorch, Applied Machine Learning, Problem Solving, Root Cause Analysis, JavaScript, User Interface Design, Computer Vision, Reactjs , Software Development, Programming, SQL, Data Analytics, Data Analysis, Python (Programming Language), C++, Database Management System (DBMS), Machine Learning, Artificial Intelligence (AI), Operating Systems, Git, React.js, Node.js, Sap mes, SAP PLM, MongoDB, Express.js, Django, Object-Oriented Programming (OOP), Team player, Rapid Learning, Data Structures, Skilled Multi-tasker, Communication, Critical Thinking, Deep Learning, C (Programming Language), Cascading Style Sheets (CSS), HTML5",Bachelor of Technology - BTech,PES University,,Bengaluru,Karnataka,India,business_analyst_Final
Business Analyst,Tata Consultancy Services,5.4,"Mechanical Product Design, Mechanical Drawings, C (Programming Language), Mechanics, Management, Financial Management, Marketing Management, Marketing Strategy, Marketing, Product Marketing, Market Analysis, Welding Inspection, Visual Inspection, Mechanical Inspection, Inspection, QAQC, Ship Building , Ship Repair, Mechanical Engineering, Mechanical, Electrical, and Plumbing (MEP), NextGen Technologies , Energy Transition, EV, Energy Industry, Electricity Markets, Electric Transmission, Electricity, Utilities, Power Utilities, Secondary Research, Requirements Gathering, User Stories, Market Research, Roadmap Development , Sustainability, Online Research, Sustainable Business Strategies, Project Management, Microsoft Excel, Microsoft PowerPoint, Business Analysis, Engineering",Master of Business Administration - MBA,"Kerala University of Fisheries & Ocean Studies, Kochi","Sustainable Strategies, Business Analysis for Project Managers, Business Analysis for Project Managers, Business Analysis Foundations",Cochin,Kerala,India,business_analyst_Final
Business Analyst,Kaseya,10.3,"Microsoft PowerPoint, IT Business Analysis, Logistics Management, Supply Chain Management, SQL, Microsoft SQL Server, Microsoft Power BI, Microsoft Excel, Microsoft Power Query, Google Sheets, Data Analysis, Data Modeling, Data Cleaning, Dashboard Building, KPI Dashboards, Performance Dashboards, Relational Data Modeling, Presentation Skills, Microsoft Office, Operations Management, Leadership, People Management",Bachelor of Technology - BTech,University of Kerala,SQL (Basic) Certificate,Bengaluru,Karnataka,India,business_analyst_Final
