current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Co-Founder & CEO,noether,3.7,"FastAPI, Deep Reinforcement Learning, TypeScript, Multivariable Calculus, LangChain, Firebase, Image Segmentation, Natural Language Processing (NLP), Language Modeling, Go (Programming Language), C#, Knowledge Graph Embeddings, Amazon Web Services (AWS), Deep Neural Networks (DNN), Mongoose ODM, Web Scraping, Data Engineering, PyTorch, Object Detection, Remote Sensing, Machine Learning, Python (Programming Language), TensorFlow, OpenCV, Convolutional Neural Networks (CNN), Keras",Bachelor of Technology - BTech,Vellore Institute of Technology,,Bengaluru,Karnataka,India,ml_engineer
Staff ML Compiler Engineer,Waymo,21.1,"MLIR, Team Management, Code Generation, Generative AI, Management, Pipeline Parallelism, ML Compilers, Search Quality, Search Infrastructure, Autotuning, Web Services, Compilers, Static Analysis, Programming Languages, Parallel Programming, High Performance Computing, Information Retrieval, Large-scale Data Analysis, Log Analysis, Classification, Search Engines, Search Engine Ranking, Search, Display Advertising, Video Advertising",Doctor of Philosophy (PhD),Princeton University,,Bengaluru,Karnataka,India,ml_engineer
Data Consultant, ,2.1,"Keras, PyTorch, Data Analytics, Backtesting, Network Deployment, Multilingual, Statistical Tools, Deployment Management, Case Studies, Google Cloud Platform (GCP), Big Data, Logistic Regression, Open Data, Data Entry, Natural Language Processing (NLP), ARIMA, Prediction Markets, Insulin, Data AI, Trend Forecasting, Time Series Analysis, Ad Optimization, Docker Products, Business Development Support, Wikis, Diabetes, SQL Tools, TensorFlow, Small Business IT Solutions, Prophet, Sentiment Analysis, Data Modeling, Scalable Web Applications, BMI, Statistical Analysis Tools, Predictive Modeling, Streams, FastAPI, Time Series Forecasting, Transformers, Healthcare Financing, Mining, Financial Forecasting, Computer Science Education, Mine Economics, Forecasting, Problem Solving, Pregnancy, Finance Domain, Data Wrangling, Deep Learning, Pandas (Software), Remote Locations, Modeling Tools, PostgreSQL, Supervised Learning, Git, Recommender Systems, Data Science, Statistics, Artificial Intelligence (AI), Machine Learning, Prompt Engineering, Scikit-Learn, Apache Spark, GitHub, Flask, Streamlit, Docker, SciPy, NumPy, pandas, Data Visualization, Matplotlib, Seaborn, Communication, Presentation Skills, Project Management, Python (Programming Language), Tableau, SQL, Microsoft Excel, Analytical Skills",Master of Science In Computer Science,Woolf,,Bengaluru,Karnataka,India,ml_engineer
Senior Engineer,Accenture in India,5.4,"Word Embeddings, Convolutional Neural Networks (CNN), Object Detection, TensorFlow, PyTorch, pytest, Flask, Pandas (Software), Deep Learning, Data Analysis, Analytical Skills, Microsoft Excel, Python (Programming Language), R, SQL, HTML5, Cascading Style Sheets (CSS), Problem Solving, English, Programming, Machine Learning, sql, Hindi, Malayalam",Master's degree,"Christ University, Bangalore",,Bengaluru,Karnataka,India,ml_engineer
Software Development Intern,Varahe Analytics Private Limited,0.6,"Flask, Matplotlib, Generative AI Tools, NumPy, Django, NoSQL, Back-End Web Development, Named Entity Recognition (NER), Artificial Intelligence (AI), Jupyter, Regression Analysis, XGBoost, Data Visualization, Big Data, Data Analysis, Data Analytics, Programming, Data Processing, Programming Languages, Cascading Style Sheets (CSS), HTML, Algorithms, Java, Git, GitHub, Web Scraping, Application Programming Interfaces (API), SQL, Deep Learning, Natural Language Processing (NLP), Data Science, C (Programming Language), Data Structures, Operating Systems, Machine Learning, C++, Database Management System (DBMS), Software Development, Problem Solving, Python (Programming Language), Object-Oriented Programming (OOP)",Bachelor's degree,Ramaiah Institute Of Technology,"Problem Solving (Basic), Python Basic",Bengaluru,Karnataka,India,ml_engineer
Expert Software Developer,BMW TechWorks India,9.6,"GENAI, Large Language Models (LLM), Machine Learning, R, Artificial Intelligence, Eclipse, C, SQL, Python, Java, AngularJS, Hadoop, Data Analytics, Data Science, Predictive Analytics, Internet of Things, Power BI, Grafana, Python (Programming Language), MySQL",B.Tech,Guru Gobind Singh Indraprastha University,"AMCAT Certified Business Analyst, AMCAT Certified Business Consultant, AMCAT Certified Data Processing Specialist, AMCAT Certified Design Engineer - Electronics and Semiconductors, AMCAT Certified Design Engineer - Electronics and Semiconductors, AMCAT Certified Engineering Trainee - Electronics and Semiconductor Engineering, AMCAT Certified Software Development Trainee, AMCAT Certified Software Engineer - IT Services, AMCAT Certified Software Engineer - Product",Bengaluru,Karnataka,India,ml_engineer
Lead Data Scientist - Data Sciences,Myntra,10.5,"ML System Design, Deep Learning, Machine Learning, Large Language Models (LLM), Data Science, Computer Vision, Image Processing, Digital Image Processing, On-Device AI, System on a Chip (SoC), Probabilistic Generative Models, Generative AI Tools, Computational Photography, Data Structures, Algorithms, Android Development, Software Development, Object-Oriented Programming (OOP), Shell Scripting, C++, C, Java, Operating Systems, Matlab, Eclipse, Python, Embedded Systems, Linux, Android, Unix, LaTeX, XML, CSS, SQL, HTML, MySQL, Core Java, Linux Kernel, Kernel Drivers, OpenCV, GTK, Python (Programming Language)",Bachelor’s Degree,Jadavpur University,,Bengaluru,Karnataka,India,ml_engineer
ML Engineer,Typeface,29.9,"Computer Vision, Software Design, Distributed Systems, Software Engineering, Agile Methodologies, Software Development, Cloud Computing, Scrum, Scalability, C#, Software Project Management, Microsoft CRM, Agile Project Management, .NET, C++, Algorithms, Object Oriented Design, Windows Azure, Web Services, Microsoft Azure",BS,"Indian Institute of Technology, Bombay","Deep Learning Specialization, Strategic Thinking - Building & Sustaining Competitive Advantage, Machine Learning: Clustering & Retrieval, Machine Learning Foundations: A Case Study Approach, Machine Learning: Classification",Bengaluru,Karnataka,India,ml_engineer
Senior Data Scientist,Amazon Web Services (AWS),9.2,"MLOps, Apache Spark, Amazon Web Services (AWS), Data Analytics, AWS Lambda, AWS SageMaker, Amazon ECS, Docker, Shell Scripting, Linux, Amazon Dynamodb, Amazon S3, PySpark, Fraud Detection, Pandas (Software), Microsoft Power BI, Dataiku DSS, Python, SQL, Tableau, Deep Learning, Machine Learning, Statistics, Big Data, Data Science, Python (Programming Language), TensorFlow, pandas, Keras, R, dataiku dss, Natural Language Processing (NLP), Scikit-Learn, Alation, NumPy, Exploratory Data Analysis, Classification, Neural Networks",Bachelor of Technology - BTech,Maharaja Surajmal Institute Of Technology,"Neural Networks and Deep Learning, Intro to Python for Data Science, R Programming, The Data Scientist’s Toolbox",Bengaluru,Karnataka,India,ml_engineer
Senior Software Engineer,Google,16.2,"C, Linux, Perl, Data Structures, UMTS, Shell Scripting, Software Development, OOP, Design Patterns, Web Design, Web Development, Machine Learning, Deep Learning, Unix Shell Scripting, C++, LTE, Solaris, MySQL, Unix, Core Java, XML, ClearCase, Embedded Systems, PHP, JavaScript, Java, SQL, Operating Systems, AJAX, HTML, Windows, C (Programming Language), Visual Basic, CSS, jQuery, Apache, Databases, JSON, 5G New Radio (NR), SNMP, Diameter, GNU Debugger, VxWorks, ATM, ACE, Gdb, L2/L3 protocols, IoT, Hosting, 5G",Master of Computer Applications (MCA),BIT Mesra Student-Industry Relations Cell,"Convolutional Neural Networks, Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization, Structuring Machine Learning Projects, Neural Networks and Deep Learning, Generative AI with Large Language Models, AWS Machine Learning Engineer Nanodegree, Data Science Orientation, The Complete Ethical Hacking Course: Beginner to Advanced!, Grokking the System Design Interview, Complete Guide to TensorFlow for Deep Learning with Python, Neural Networks and Deep Learning, Machine Learning A-Z™: Hands-On Python & R In Data Science, Machine Learning",Bengaluru,Karnataka,India,ml_engineer
,,,"Communication, Analytical Skills",B.tech,Presidency University Bangalore,"AWS - Solutions Architecture Job Simulation, BCG - Strategic & Experience Design Job Simulation, Tata Group - Cybersecurity Analyst Job Simulation",Bengaluru,Karnataka,India,ml_engineer
Lead Engineer Data Science,Paytm,10.2,"Artificial Neural Networks, Python (Programming Language), PySpark, Project Management, Amazon Web Services (AWS), Data Science, Technical Leadership, Computer Science, Computer Vision, Natural Language Processing (NLP), Databases, Artificial Intelligence (AI), Team Motivation, Problem Solving, Data Management, Build Strong Relationships, Predictive Analytics, Feature Engineering, Project Teams, Data Preparation, Programming Languages, Data Strategies, Communication, Data Mining, Data Analytics, Forecasting, Tableau, Business Requirements, Risk Reporting, Analytical Skills, Analytics, R, C, Materials Science, Microsoft Excel, Metallurgy, Statistical Data Analysis, Statistical Inference, Causal Inference, Text Analytics, Microsoft Office, Engineering, PowerPoint, Microsoft Word, Core Java, Python, Programming, Java, SQL, Hadoop, Research, Data Analysis, SQL Server Integration Services (SSIS), Microsoft PowerPoint",Post Graduate Diploma in Business Analytics,"Indian Institute of Management, Calcutta","Data Analysis and Statistical Inference, edX Honor Code Certificate for The Analytics Edge",Bengaluru,Karnataka,India,ml_engineer
Senior Data Scientist,Walmart Global Tech India,7.2,"Computer Vision, OpenCV, Recommender Systems, Apache Spark, Scala, Go (Programming Language), Kubernetes, Reinforcement Learning, Causal Inference, A/B Testing, Algorithms, Java, Data Analysis, Python, Machine Learning, Artificial Neural Networks, Matlab, C++, Data Science, Statistics, Logistic Regression, SQL, Neuro-Linguistic Programming (NLP), Neural Networks, Deep Learning, C (Programming Language), Data Structures, Python (Programming Language)",Master's degree,"Indian Institute of Technology, Roorkee",,Bengaluru,Karnataka,India,ml_engineer
Senior Consultant,HCLTech,3.0,"Amazon Web Services (AWS), Artificial Intelligence (AI), LangChain, Large Language Models (LLM), React.js, streamlit , SQL, Data Analysis, Machine Learning, Front-End Development, Python (Programming Language), Customer Relationship Management (CRM), Market Research Project Management, Analog Circuits, Presentation Skills, Organizational & Writing Skills, Communication, Creative Problem Solving, Project Management, Marketing, Presentations, Leadership",Bachelor of Engineering - BE,B. M. S. College of Engineering,AWS Certified Data Engineer – Associate,Bengaluru,Karnataka,India,ml_engineer
Associate Machine Learning Engineer,Syncron,2.3,"Llama2, Whisper, Pyannote, Cascading Style Sheets (CSS), BrowserStack, Google Ads, On-Page Optimization, Canva, DALL-E, Ruby on Rails, Vue.js, Large Language Models (LLM), Next.js, PostgreSQL, GPT-3, OpenaAI, TensorFlow, PyTorch, Kubernetes, Jenkins, SQL, Computer Science, Google Analytics, Data Science, Information Technology, gradio, Artificial Intelligence (AI), Generative AI, openai, Natural Language Processing (NLP), Software Development, Deep Learning, Social Media Optimization (SMO), Data Structures, Linux System Administration, Amazon Web Services (AWS), Flask, Intel oneAPI, Teamwork, JavaScript, Node.js, python3, Adobe Illustrator, Wondershare Filmora, AWS Polly, MySQL, Data Analysis, C (Programming Language), Digital Marketing, Databases, Search Engine Optimization (SEO), HTML, HTML5, Java, Linux, Microsoft Word, Social Media Marketing, Python (Programming Language), R (Programming Language), Raspberry Pi, Arduino, Problem Solving, Database Management System (DBMS), Video Editing, Web Development, Scilab, Software Testing",Master of Computer Applications - MCA,"Christ University, Bangalore","AWS Academy Graduate - AWS Academy Cloud Foundations, Foundations of Prompt Engineering, Deep Learning & Neural Network Implementation, Digital Skills: Artificial Intelligence , Java (Basic), Problem Solving (Basic), Python (Basic), SQL (Basic), SQL (Intermediate), Introduction to Natural Language Processing, Virtual Internship Program - Generative AI, Attention Mechanism, Create Image Captioning Models, Encoder-Decoder Architecture, Generative AI Fundamentals, Introduction to Generative AI, Introduction to Large Language Models, Introduction to Responsible AI, Transformer Models and BERT Model, Virtual Internship Program - Week 1 - Generative AI, Virtual Internship Program - Week 2 - Generative AI, Create Realtime Images through Voice using Generative AI Models, AWS Certified Security - Specialty, CompTIA A+ Core 1: Networking Fundamentals, Data Science Foundations, Introduction to Deep Learning, Networking Standards and Connections, Networking & Web Technology, Introduction to Artificial Intelligence, Linux Shell Programming, Problem Solving Using Computational Thinking, Programming Fundamentals: Introduction to Programming, Google Analytics",Bengaluru,Karnataka,India,ml_engineer
Data Science Intern,Luminar Technolab,2.9,"Automation, Sensors, Output Management, Production Management, Mechatronics, Robotics, Robotic Process Automation (RPA), Soft Computing, Sensors and Actuators, Supervised Learning, power bi, Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), OpenCV, yolo, Retrieval-Augmented Generation (RAG), Computer Vision, Microsoft Word, PyTorch, Neuro-Linguistic Programming (NLP), Snowflake, EDA, Keras, Neural Networks, Deep Reinforcement Learning, Machine Learning Algorithms, Task Management, Microsoft PowerPoint, Business Analysis, Microsoft Outlook, Microsoft Office, Scikit-Learn, Pandas (Software), Statistics, Deep Learning, Word Embeddings, Vector, GPT-4, TensorFlow, BERT (Language Model), Natural Language Processing (NLP), Data Engineering, Quality Analysis, Pattern Recognition, Predictive Analytics, Feature Engineering, Mathematics, Databases, Data Warehousing, Data Analytics, Transact-SQL (T-SQL), DAX, Research Skills, Machine Learning, Analytical Skills, Financial Analysis, Large Language Models (LLM), Large Language Model Operations (LLMOps), Algorithms, Extract, Transform, Load (ETL), Data Quality, Data Modeling, Data Visualization, Visualization, Analytics, Dashboards, Python, SQL, Amazon Web Services (AWS), MySQL, Google BigQuery, Data Analyst, Data Science, Microsoft Power BI, Artificial Intelligence (AI), Python (Programming Language), Teamwork, Time Study, Project Control, Multitasking, Skilled Multi-tasker, Technical Communication, Programming, English, Communication, Project Management, Problem Solving, Leadership, Microsoft Excel, Data Analysis, Data Entry, Critical Thinking, Interpersonal Skills, Technology Management",Bachelor of Technology - BTech,APJ Abdul Kalam Technological University,Data Science - Python,Bengaluru,Karnataka,India,ml_engineer
Senior Project Coordinator,IndiaSpeaks Research Labs,3.4,"IT Business Analysis, Statistical Data Analysis, Customer Relationship Management (CRM), Data Science, Project Management, Multiple Project Coordination, Paperwork, Service-Level Agreements (SLA), Accounting, Management Information Systems (MIS)",Postgraduate Degree,Imarticus Learning,,Chennai,Tamil Nadu,India,ml_engineer
Senior Growth Data Scientist,CARS24,9.2,"Data Visualization, Data Services, Financial Economics, Data Loading, Business Analysis, AIML, Presentations, Presentation Skills, Model Development, Distributed Computing, Data Manipulation, Business Requirements, Analytical Solutions, Data Products, SolidWorks, C, C++, Microsoft Office, PowerPoint, Microsoft Word, Microsoft Excel, Management, Chemistry, Mathematics, Physics, Core Java, Sales Operations, MySQL, AutoCAD, Python (Programming Language), Machine Learning, SQL, Artificial Intelligence (AI), Programming, Data Science, Event Planning, Automation, ArcGIS Products, PostgreSQL, Artificial Neural Networks, Data Analytics, Teamwork, Computer Vision, Web Services API, REST API",Bachelor of Technology (B.Tech.),Delhi College of Engineering,"CutShort Certified Python - Advanced, Coursera : Crash Course on Python, Problem Solving, Python, REST API (Intermediate), Machine Learning Internship, Wheebox Employability Skills Test Certificate, AutoCad, Core Java, Solidworks",Delhi,Delhi,India,ml_engineer
Principal Analyst,Factspan,7.7,"Convolutional Neural Networks (CNN), Kinematics, 3R Manipulator, Robot Operating System (ROS), Chatbot Responses, SLAM, Camera Calibration, Tkinter, subprocess, Calibration, Machine Learning, Python (Programming Language), Deep Learning, Computer Vision, Image Processing, Data Structures, Data Science, MLOps, Object Detection, Optical Character Recognition (OCR), Image Dataset Preparation, Object Segmentation, PyTorch, Tableau, Deep Neural Networks (DNN), Data Analytics, Root Cause Analysis, Agile Methodologies, Scrum, C++, Matlab, SQL, Natural Language Processing (NLP), Robotics, Keras, TensorFlow, Predictive Modeling",Master of Technology - MTech,"Birla Institute of Technology and Science, Pilani","Python(Basic), Applied Data Science Capstone, IBM Data Science, Computer vision Basics, Machine Learning, AI for Everyone, Object oriented programming using C++, programming in C",Bengaluru,Karnataka,India,ml_engineer
IXP Intern,SAP,2.9,"SAP ERP, SAP, Microsoft Azure, Product Development, Web Scraping, Graph Networks, attacks, Image Processing, MATLAB, Probabilistic Models, Data Analysis, API, Cloud Computing, Amazon Web Services (AWS), Computer Networking, Java Certified Programmer, Attention Mechanisms, Content Creation, Intrusion Detection, Artificial Intelligence (AI), Graph Algorithms, Computational Intelligence, Gene Targeting, Java, Java Swing, SQL, Generative AI, Generative Adversarial Networks (GANs), C (Programming Language), Lexical Semantics, Natural Language Processing (NLP), Computer Vision, Convolutional Neural Networks (CNN), Artificial Neural Networks, Deep Learning, Python (Programming Language), Machine Learning, Digital Marketing, Google Ads, Online Marketing Analysis, Analytical Skills, Communication, Networking, Engineering, Data, Debate, Creative Writing, Book Writing, English, German",Bachelor of Technology - BTech,Amrita Vishwa Vidyapeetham,"CS50’s Introduction to Artificial Intelligence with Python, Image Processing Onramp, AWS Academy Introduction to Cloud, Introduction to Computer Vision and Image Processing, Introduction to Deep Learning & Neural Networks with Keras, Machine Learning with Python, CS50’s Introduction to Computer Science, Fundamentals of Digital Marketing, Introduction to Data Science, Introduction to IoT",Bengaluru,Karnataka,India,ml_engineer
ETL Developer,Tata Consultancy Services,2.5,"Physics, Chemistry, Computer Science, Microsoft Excel, ETL Tools, Extract, Transform, Load (ETL), PostgreSQL, DBeaver, Query Writing, Tableau, Microsoft Power BI, Manual Testing, Testing, Informatica PowerCenter, Informatica, Shell Scripting, Unix, Linux, Agile Methodologies, Mathematics, Visualization, CLI, Bash, Cause & Effect, Statistical Analysis, Linear Regression, Data Integration, Data Collection, Feature Selection, Data Cleaning, Cluster Analysis, Git, Large Language Models (LLM), Microsoft SQL Server, Data Engineering, EDA, Feature Engineering, Regression Models, Classification, Artificial Intelligence (AI), Neural Networks, Data Analysis, Data Visualization, Image Segmentation, XGBoost, Machine Learning, Transfer Learning, Convolutional Neural Networks (CNN), Generative Adversarial Networks (GANs), Image Processing, Statistics, Deep Learning, Statistical Data Analysis, Predictive Analytics, Natural Language Processing (NLP), Data Science, SQL, Strategic Planning, Data Analytics, Communication, Analytics, Analytical Skills, Cricket, Python (Programming Language), C (Programming Language), Java, HTML, Cascading Style Sheets (CSS), JavaScript",Executive Post Graduation,"Indian Institute of Technology, Roorkee","Power BI Data Analyst Associate, Executive Post Graduation Certification in Data Science and Artificial Intelligence, Data Science Course, MS SQL Developer Course, Database Management Essentials, Oracle Certified Associate, Java SE 8 Programmer, Operating System",Bengaluru,Karnataka,India,ml_engineer
Consultant,iPRIMED,8.9,"Machine Learning, Artificial Intelligence (AI), Computer Vision, TensorFlow, CNN, Deep Learning, NLP, Systems Design, Technical Architecture, Project Management, Python (Programming Language), Data Visualization, Exploratory Data Analysis, Data Science, Data Analysis, DevOps, Cloud Computing, MERN Stack, Process Flow Documentation, Functional Diagram, Root Cause Analysis, Process Mapping and Optimization, Data Analysis and Reporting, Quality Assurance, Process Documentation, Problem Solving, Troubleshooting, Embedded Operating Systems, PCB Designing, Embedded Systems, Java, C++, Databases, SQL",Bachelor of Technology - BTech," Jayoti Vdyapeeth Women's University, Jaipur",,Bengaluru,Karnataka,India,ml_engineer
Machine Learning Engineer,Opendoor,7.3,"Machine Learning, Data Science, Java, Artificial Intelligence (AI), Programming, Data Mining, Python (Programming Language), Mathematics, Business Intelligence, Data Analysis, Deep Learning, Data Structures, Big Data, Algorithms, Data Warehousing, Analytical Skills, Cloud Computing, Statistics, AngularJS, MySQL, Databases, Python, Linux, C, Information Retrieval",Master of Engineering - ME,"Birla Institute of Technology and Science, Pilani","Chhalaang 20, PGP in Artificial Intelligence and Machine Learning, Mathematics for Machine Learning Specialization",Bengaluru,Karnataka,India,ml_engineer
Junior AI/ML Engineer,Reino Fusion Labs,2.1,"Large Language Models (LLM), LangChain, Generative AI, Microsoft Power BI, Feature Engineering, Databases, Visualization, Statistical Analysis Tools, C (Programming Language), Statistics, Statistical Analysis, Random Forest, Linear Regression, Gradient Boosting, Jupyter, Statistical Modeling, Hypothesis Testing, Scikit-Learn, Data Modeling, Predictive Modeling, Operations Research, MySQL, Time Series Analysis, Pandas (Software), NumPy, Matplotlib, Data Manipulation, Numerical Analysis, Mathematical Modeling, Critical Thinking, Problem Solving, MATLAB, Statistical Data Analysis, Presentation, Communication, Prescriptive Analytics, Predictive Analytics, Descriptive Analytics, Forecasting, Data Cleaning, Data Mining, Data Storytelling, Business Intelligence (BI), Business Acumen, Data Visualization, Data Wrangling, Exploratory Data Analysis, Mathematical Optimization, Python (Programming Language), Data Science , Machine Learning Algorithms, Deep Learning, SQL",Master of Science - MS,"Shanmugha Arts, Science, Technology and Research Academy","Certified Data Scientist, Certified Data Scientist Consultant, Data Science Foundation",Bengaluru,Karnataka,India,ml_engineer
Principal ML Engineer,Nykaa,15.2,"C, C++, Java, Algorithms, Linux, Matlab, Python, Programming, SQL, Distributed Systems, Ethernet, Cassandra",B-Tech,"Indian Institute of Technology, Kanpur",Mining Massive Datasets - Stanford,Bengaluru,Karnataka,India,ml_engineer
AI/ML engineer,Accurate Info Solution,4.1,"Raspberry Pi, Git, docker, Kubernetes, Artificial Intelligence (AI), MLOps, Deep Learning, Cloud Computing, Data Science, DevOps, Beautiful Soup, Tableau, Microsoft Excel, Machine Learning, Big Data, SQL, Python (Programming Language), R (Programming Language), Cryptography",Master of Science - MS,Liverpool John Moores University,"Generative AI , Analyzing and Visualizing Data in Looker, BigQuery Basics for Data Analysts, Exploring Data with Looker, Getting Started with DevOps on AWS, Math for Machine Learning | Machine Learning Online Course | AWS Training & Certification, The Elements of Data Science, Data Analysis Using Python, Machine Learning with Python - Level 1, Python for Data Science, Statistics 101, Statistics for data science, Advance Testing Practices using AWS DevOps Tools",Bengaluru,Karnataka,India,ml_engineer
Senior Machine Learning Engineer,Atlassian,8.8,"Problem Solving, Code Review, Communication, Data Analysis, Open-Source Software, POC, Social Media Analysis, Intent Classification, Natural Language Processing (NLP), Multilingual NLP, Entity Extraction, Large Language Models (LLM), Information Retrieval, Chatbots, MLOps, Deep Learning, Web Development, Matplotlib, Linear Regression, EDA, Random Forest, Gradient Boosting, PCA, Convolutional Neural Networks (CNN), Artificial Neural Networks, MLflow, Containerization, Machine Learning, Software Development, java, Algorithms, Computer Networking, Programming, Electronics, Robotics, Software Design, Java, PHP, MySQL, Python, SQL, Python (Programming Language), Spring Boot, Git, DBMS, Cryptography, spark, Apache Kafka, Solr, kafka",Executive PG in Machine learning and AI,International Institute of Information Technology Bangalore,"Executive Post Graduate Programme in Machine Learning and Artificial Intelligence, Machine Learning",Bengaluru,Karnataka,India,ml_engineer
AI/ML Engineer,Samsung Electro-Mechanics,2.8,"AI Agents, Finetuning, Retrieval-Augmented Generation (RAG), Large Language Models (LLM), Natural Language Processing (NLP), Generative AI, Docker, PostgreSQL, FastAPI, Django, Back-end Operations, Back-End Web Development, Generative Adversarial Networks (GANs), TensorRT, MLOps, Autoencoders, Object Detection, Image Segmentation, Anomaly Detection, Image Classification, Computer Vision, Convolutional Neural Networks (CNN), Deep Neural Networks (DNN), Deep Learning, Machine Learning, OpenCV, PyTorch, TensorFlow, Scikit-Learn, Pandas, NumPy, Python (Programming Language), Artificial Intelligence (AI), Data Structures, Algorithms, C++",Bachelor of Engineering - BE,Malnad College of Engineering,,Bengaluru,Karnataka,India,ml_engineer
