current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Software engineer 3,JPMorganChase,10.2,"web3.js, Etherjs, Truffle Framework, Node.js, Go (Programming Language), Postman API, Microsoft SQL Server, SQL, MongoDB, Ganache, TypeScript, NestJS, JMeter, Swagger API, Remix, Docker, Kubernetes, Amazon Web Services (AWS), Microsoft Azure, Microsoft Office, Management, Leadership, Public Speaking, Research, Project Management, Sports, Project Planning, C++, Java, Blockchain, Solidity, Ethereum, Smart Contracts, Decentralized Applications (DApps)",,"Indian Institute of Technology, Delhi","Python for Data Science, Data Analytics with Python, Statistics Essentials for Data Science",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Engineer,Etherspot,3.9,"Elasticsearch, Amazon Web Services (AWS), .NET Core, NUnit, AngularJS, JavaScript, Apache Kafka, Redis, PostgreSQL, React.js, MongoDB, AWS Lambda, Amazon S3, Docker, TypeScript, MetaMask, Non-Fungible Tokens (NFTs), Web3, Smart Contracts, Blockchain, Node.js, Problem Solving, Java, C++, MySQL, SQL, Data Structures, MERN Stack, Solidity",Bachelor of Engineering - BE,Nitte Meenakshi Institute of Technology,,Bengaluru,Karnataka,India,blockchain_developers
Wordpress Developer,YELLAFIN PVT LTD,3.7,"Bitcoin, Non-Fungible Tokens (NFTs), Hyperledger Fabric, Go (Programming Language), Rust, C++, TypeScript, Cryptocurrency, MetaMask, Blockchain Architecture, Decentralized Applications (DApps), Smart Contracts, Software Development, Distributed Ledger Technology (DLT), Computer Science, Attention to Detail, Cryptography, Cascading Style Sheets (CSS), C (Programming Language), Embedded Systems, HTML, Node.js, Hyperledger, React.js, web3.js, JavaScript, Solidity, Ethereum, Blockchain, WordPress Design, Wordpress Development, Web Development, Research, WordPress, Search Engine Optimization (SEO), Application Development, Digital Marketing, Embedded C",Bachelor of Engineering - BE,JSS Academy Of Technical Education Karnataka,,Bengaluru,Karnataka,India,blockchain_developers
,,,"Kubernetes, Blockchain, Machine Learning, Python (Programming Language), Java, Object-Oriented Programming (OOP), SQL, Cybersecurity, Front-End Development",,KLE Technological University - Hubballi (India),,Bengaluru,Karnataka,India,blockchain_developers
Software Engineer,"Hacken, Blockchain Security & Compliance",3.3,"React Native, iOS, iOS Development, Base protocol , Solana, coindcx, Blockchain, Nodejs, Ethereum, Solidity, Linux, Debugging, Code Review, Continuous Integration (CI), Skill Development, Object-Oriented Programming (OOP), Agile Development, Web Applications, MySQL, Google Cloud Platform (GCP), SQL, Functionality, Software Development Life Cycle (SDLC), Team Leadership, jQuery, JavaScript Frameworks, JSON, AJAX, Next.js, Application Architecture, Version Control, TypeScript, Web Development, Attention to Detail, HTML, JSON Web Token (JWT), Full-Stack Development, Computer Science, REST APIs, Git, Redux.js, Cascading Style Sheets (CSS), Node.js, MongoDB, figma, Responsive Web Design, GitHub, JavaScript, React.js, Tailwind CSS, Front-End Development, Engineering, English, Analytical Skills, Problem Solving, Project Management",B.tech ,University of Engineering & Management (UEM),"AWS Fundamentals Specialization, web development bootcamp",Bengaluru,Karnataka,India,blockchain_developers
Software Engineer - I,Tekion Corp,3.3,"JUnit, Kakfa, Kafka , Elasticsearch, Hibernate, Automation, Java Development, Go (Programming Language), COSMOS, Engineering, Elastic Stack (ELK), React Native, Microservices, React.js,  konva, Redux.js, MongoDB, SQL, Spring Boot, C++, Java, Problem Solving, JavaScript, HTML5, Cascading Style Sheets (CSS), Bootstrap, Node.js, jQuery, Flutter, Figma (Software), C (Programming Language), Presentations, Express.js, Python (Programming Language), Web Development",Bachelor of Technology - BTech,Manipal Institute of Technology,"Spring Boot , Naive Bayes 101: Resume Selection with Machine Learning, Problem Solving, The Complete Web Development Bootcamp, Build an E-commerce Dashboard with Figma, Programming for Everybody (Getting Started with Python), Python Data Structures",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,Protokol,8.6,"Cloud Computing, Amazon Web Services (AWS), Blockchain, Solidity, Node.js, Ethereum, Smart Contracts, Openzeppelin, React.js, JavaScript, Data Structures, Algorithms, Decentralized Applications (DApps), web3.js, Truffle Framework, C++, Microsoft SQL Server, HTML5, Bootstrap, Applied Mathematics, IPFS, MongoDB, Back-End Web Development, Git, Full-Stack Development, REST APIs, Docker, WinSCP, Front-End Development",Bachelor of Technology - BTech,Maharaja Surajmal Institute Of Technology,"AWS Certified Cloud Practitioner, Blockchain Essentials, Blockchain Specialization, University at Buffalo, Infosys Certified Software Programmer, Online Soft Skill Development, Java On Cloud",Bengaluru,Karnataka,India,blockchain_developers
Marketing Intern,Corizo,0.2,"Large Language Models (LLM), API Development, Lang chain, Prompt Engineering, C (Programming Language), Blockchain, Ethereum, Marketing Operations, Social Media Marketing, Cascading Style Sheets (CSS), HTML, Front-end Coding, Communication, Knowledge Sharing, Marketing Strategy, Non-Fungible Tokens (NFTs), Design Thinking, Market Access, Marketing, Python (Programming Language), Professional Communication, Biology, Chemistry, Physics, Mathematics, English, Hindi",Bachelor of Technology - BTech,"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE","Prompt Engineering & Programming with OpenAI, Introduction to C, Introduction to HTML, Introduction to Python, All about NFTs(Non Fungible Tokens) ",Bengaluru,Karnataka,India,blockchain_developers
Software Engineer,Uber,2.4,"Chatbot Development, Large Language Models (LLM), Retrieval Augmented Generation, Vector Databases, Full-Stack Development, Android Development, Machine Learning, Blockchain, Internet of Things (IoT), Natural Language Processing (NLP), Software Deployment, Competitive Programming, Parallel Programming, Organizational Management, Operating Systems, Database Management System (DBMS), PyTorch, Linux, Java, DSA, PHP, Scheme, Regular Expressions, Arduino, Web Scraping, Flutter, Project Management, Kotlin, Kubernetes, Docker , Bash, OpenCV, Flask, React.js, Problem Solving, Teamwork, C++, Python (Programming Language), Django, Node.js, Git, MySQL, MongoDB, HTML, Cascading Style Sheets (CSS), JavaScript, MATLAB, Simulink",Bachelor of Technology - BTech,"Indian Institute of Technology, Mandi",,Bengaluru,Karnataka,India,blockchain_developers
Researcher | Assistant professor ,Nitte University,6.1,"Web3, Polygon, matic, Computer Science, Smart Contracts, Kubernetes, Data Structures, Cryptocurrency, Decentralized Applications (DApps), web3.js, React.js, EVM, Ethereum, Solidity, Blockchain, Java, Oracle Database, Agile Methodologies, IT Service Management, Database Administration, HTML, Cascading Style Sheets (CSS), JSON, Databases, Operating Systems, Management Information Systems (MIS), SQL, Model-View-Controller (MVC), Python (Programming Language), Programming, JavaScript",Doctor of Philosophy - PhD,Presidency University Bangalore,"Life Member of CRSI,  Introduction to Cloud Computing on AWS for Beginners [2022], Member of IAENG, Complete DApp - Solidity & React - Blockchain Development, Tableau 2020 A-Z: Hands-On Tableau Training for Data Science , Agile Software Development, Introduction to Programming Using Python, Data Science",Bengaluru,Karnataka,India,blockchain_developers
Specialist Programmer L2,Infosys,8.3,"Cloud Computing, R3 Corda, Hyperledger Fabric, Java, Kotlin, Hyperledger Composer, Google Cloud Platform (GCP), Spring Boot, JavaScript, SQL, HTML, C, Python, C++, Spring Framework, Cascading Style Sheets (CSS), Blockchain, Docker, Bash, Git, Angular 5.0, MongoDB, Solidity, Cloud Computing Fundamental, Microsoft Office, C (Programming Language), Microsoft Azure Fundamentals, Infrastructure as a Service (IaaS), IPFS, Node.js, Go (Programming Language), Apache Kafka, Amazon Web Services (AWS), Microsoft Outlook, Github, Ethereum",Bachelor of Engineering - BE,"N M A M Institute of Technology, NITTE","AWS Certified Solutions Architect - Associate, Microsoft Certified: Security, Compliance, and Identity Fundamentals, Microsoft Certified: Azure Data Fundamentals,  Introduction to Blockchain Technology, Ethereum & dApps, GetGoing: Introduction to Golang, Java Programming: Complete Beginner to Advanced, Getting Started with Go, Parallel Programming in Java from Rice University, Concurrent Programming in Java by Rice University, Create Your First Multithreaded Application in Java, DAML Developer Associate Certification, Problem Solving , Blockchain Platforms, Blockchain Specialization, Decentralized Applications (Dapps), Fundamentals of Kubernetes Deployment authorized by LearnQuest, Blockchain Basics, Smart Contracts Course authorized by University at Buffalo and The State University of New York, Enterprise Blockchain Overview, Enterprise Blockchain for the Internet of Things, Kotlin for Java Developers By JetBrains, Reactive Architecture: Reactive Microservices, Kubernetes for Developers: Core Concepts by Dan Wahlin, Spring Boot Fundamental, Ethereum Development Course - Blockchain at Berkeley, Java Design Patterns and Architecture, Node JS API Development for Beginners, Java Multithreading,  Ansible Essentials: Simplicity in Automation, AWS Essentials, Build with Blockchain: Deploy your own private blockchain, DevOps Essentials, Master JMeter from Basics (Performance + Load + API Testing) , Bitcoin 101 (DS0321EN, provided by Cognitive Class), Reactive Architecture: Introduction to Reactive Systems (LB0101ENv1), Microsoft Certified: Azure Fundamentals, Corda Certified Developer, Docker Essentials: Extend Your Apps With Containers, IBM Blockchain Foundation Developer, IBM Blockchain Essentials, SQL Fundamentals Course, C++ Tutorial, HTML Fundamentals, Java Tutorial, Python 3 Tutorial, AWS Certified Cloud Practitioner, AWS Certified Developer - Associate",Bengaluru,Karnataka,India,blockchain_developers
Lead Software Engineer,Persistent Systems,4.0,"Rust, Node.js, Payment Gateways, Cryptocurrency, Docker, Substrates, Research and Development (R&D), Go (Programming Language), Hyperledger, Web3, Python, Data Structure and Algorithms, Quantitative Finance, Quality Assurance, Application Programming Interfaces (API), TypeScript, Troubleshooting, Git, Testing, Problem Solving, SQL Database, Databases, C#, Cryptography, Debugging, Programming, Software Development, Programming Languages, Analytical Skills, Computer Science, Communication, Computer Engineering, Stack, Blockchain, Solana, Ethereum, Smart Contracts, Hypeledger, Rust (Programming Language), Solidity, Machine Learning, Python (Programming Language), C++, Data Structures, Data Visualization, SQL, Jupyter, Convolutional Neural Networks (CNN), Natural Language Processing (NLP), Time Series Analysis, ASP.NET MVC, ASP.NET Web API",Bachelor of Technology - BTech,"Government  College of Engineering, Amravati.","Certified Blockchain Developer™, Machine Learning Engineer Nanodegree",Bengaluru,Karnataka,India,blockchain_developers
Smart-contract engineer,Sperax,10.0,"Hardhat, TypeScript, Solidity, Python, Programming, Deep Learning, Machine Learning, Computer Vision, Algorithms, Data Structures, Data Analysis, Blockchain, HTML, JavaScript, Linux, Keras, Gremlin Query Language, Azure Cosmos DB, Truffle Framework, Ethereum, Competitive Programming, OpenCV, Event Driven Programming, Object-Oriented Programming (OOP), Node.js, Go (Programming Language), Mocha (JavaScript Framework), Docker, Azure Kubernetes Service (AKS), Git, Swagger API, Open API, Postman API, Smart Contracts, MongoDB, Computer Science, Machine Learning Algorithms, Convolutional Neural Networks (CNN), Natural Language Processing (NLP), Neural Networks, Test Driven Development, Jupyter, Azure Service Bus, Kubernetes",B.Tech,Indian Institute of Technology Hyderabad,,Bengaluru,Karnataka,India,blockchain_developers
SDE-1 Backend & AI,Krutrim,3.6,"Large Language Models (LLM), Natural Language Processing (NLP), HTML5, Cascading Style Sheets (CSS), Python (Programming Language), Java, Machine Learning, Blockchain, MERN Stack, Virtual machine, UI UX, Linux, Google cloud, Communication, Computer Vision, Amazon Web Services (AWS), C++",Computer,Sharad Institute of Technology College of Engineering,"Google, Redhat, Google virtual machine, Google, Imperial college london, Intel",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,Tech Alchemy,2.8,"Detailed Design, Operations, Cryptocurrency Mining, Object-Oriented Programming (OOP), Software Development, Cascading Style Sheets (CSS), Data Analytics, Data Analysis, Test Protocols, Code Review, Crypto, web3.js, Solver, Problem Solving, Financial Concepts, Cryptocurrency, Smart Contracts, Non-Fungible Tokens (NFTs), Solidity, Ethereum, Blockchain, Cryptography, MetaMask, Truffle Framework, JavaScript, Application Development",,,,Bengaluru,Karnataka,India,blockchain_developers
 AI/ML Engineer,Arrowhead,2.1,"Communication, Community Outreach, Cold Calling, Business-to-Business (B2B), B2C, Event Planning, Community Management, E-Commerce, Mocha (JavaScript Framework), Chai, TypeScript, Solidity, Web3.js, Hardhat, Openzepellin, Ethereum, Blockchain, Smart Contracts, Web3, Artificial Intelligence (AI), Machine Learning, Data Science, Computer Science, Project Management",Bachelor of Technology - BTech,Pune University,AWS Educate Introduction to Generative AI,Bengaluru,Karnataka,India,blockchain_developers
Senior Member of Technical Staff,Oracle,4.6,"REST APIs, Hibernate, React , SQL, Solidity, Smart Contracts, Go (Programming Language), TypeScript, JavaScript, C++, Java, Node.js, Hyperledger Fabric, React.js, Redux.js, Python (Programming Language), Full-Stack Development, Spring Boot",Bachelor of Technology - BTech,National Institute of Technology Warangal,,Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,Webmob Software Solutions,7.8,"Blockchain, Terra blockchain, actix web, algorand, Ethereum, Smart Contracts, Python (Programming Language), Rust (Programming Language), Linux, Full-Stack Development, Software Development, Programming, Research, Project Management, Public Speaking",Bachelor of Science - BS,Bharathidasan University,,Thoothukudi,Tamil Nadu,India,blockchain_developers
Associate Software Developer,Tech Mahindra,0.9,"Hyperledger, Design Patterns, Blockchain, Ethereum, Application Development, C++, Java, Software, Software Development, Distributed Ledger Technology (DLT), Erekrut... Recruitment Made Easy, Hyperledger Fabric, Data Structures, Solidity",Bachelor of Technology - BTech,Saveetha School of Engineering,,Bengaluru,Karnataka,India,blockchain_developers
Frontend Intern,ITH Technologies Pvt. Ltd.,0.7,"GitHub, Bitbucket, MongoDB, Next.js, Web Applications, Object-Oriented Programming (OOP), Sockets, Amazon Web Services (AWS), Front-End Development, Git, Pyhton, Django REST Framework, Express.js, Tailwind CSS, PostgreSQL, TypeScript, Node.js, React.js, Rust (Programming Language), Smart Contracts, Blockchain, JavaScript, HTML5, Cascading Style Sheets (CSS), C (Programming Language), C++, Problem Solving",Bachelor of Technology - BTech,PSIT Kanpur (Pranveer Singh Institute of Technology),"Complete JAVASCRIPT with HTML5,CSS3 from zero to Expert-2025, Data Structures and OOP with C++ : CS104, CS105 Masterclass, Android 12 & Kotlin Development, HTML5 - The Language, CSS, Programming Fundamentals using Python, Python, Problem Solving, Kick Start",Bengaluru,Karnataka,India,blockchain_developers
Fullstack Developer,Jardyan inc,3.2," node.js,  express.js, Payment Gateways, Load Balancing, Nginx, API Development, Teamwork, Skill Development, SOAP, Problem Solving, Tech Savy, Software as a Service (SaaS), Microservices, Server Side, Blockchain, GitHub, Web Applications, Representational State Transfer (REST), Object-Oriented Programming (OOP), SQL, Code Review, Software Development, Git, NoSQL, Engineering, Go (Programming Language), Java, C++, Programming, Programming Languages, Back-End Web Development, PostgreSQL, Data Structures, Coding Experience, Databases, Technical Architecture, React Native, Jest, Full-Stack Development, ECMAScript, REST APIs, RESTful WebServices, React Hooks, OAuth, TypeScript, NestJS, Database Systems, MERN Stack, Vulnerability Assessment, Ethical Hacking, Linux, Network Security, Shodan, Wireshark, Cybersecurity, Penetration Testing, Redux.js, Django, Python (Programming Language), Express.js, Nmap, OWASP, MySQL, MongoDB, Burp Suite, Next.js, Apollo GraphQL, GraphQL, Node.js, JavaScript, Front-End Development, C (Programming Language), Cascading Style Sheets (CSS), Financial Accounting, Adobe Photoshop, English, React.js, HTML",BCA,Bangalore University,,Bengaluru,Karnataka,India,blockchain_developers
Research Intern,"Defence Institute of Advanced Technology (DIAT), DU, DRDO",4.2,"Flutter, NLTK, OpenCV, Natural Language Processing (NLP), Python (Programming Language), Web Design, HTML5, Cascading Style Sheets (CSS), JavaScript, Bootstrap, styled-components, hardhat, ethers, Web Applications, Ethereum, React.js, Smart Contracts, Decentralized Applications (DApps), Data Access Object (DAO), Non-Fungible Tokens (NFTs), Solidity, Blockchain, Web Development, Node.js",Bachelor of Technology - BTech,Alliance University,Physics 101 - Energy and Momentum,Bengaluru,Karnataka,India,blockchain_developers
,,,"Facial Recognition, Computer Vision, Database Management System (DBMS), Bootstrap (Framework), Internet of Things (IoT), Embedded Systems, Cloud Integration, ESP32 Microcontrollers, Firebase, Cloud Firestore, JavaScript, rapid api, Cross-platform Development, CISSP 8 Security Domains, Confidentiality, Integrity & Availability (CIA Triad), Security Frameworks & Controls, Risk Management in Cybersecurity, NIST Framework, Threat Detection & Analysis, Network Architecture & Protocols, Intrusion Detection & Prevention, Firewalls & VPN Configuration, Ethical hacking principles & methodology , Report writing and remediation strategies, Vulnerability assessment & penetration testing basics, Core cybersecurity concepts & terminology, Fundamentals of network security controls, Basics of incident response & analysis, Ethical and legal aspects of cybersecurity, Cloud security principles & shared responsibility model, Identity & Access Management (IAM) in the cloud , Virtual networks, subnets, and security groups, Data protection: encryption at rest & in transit, threat detection & monitoring in cloud environments, Artificial Intelligence (AI), Cybersecurity, Blockchain, Project Management, English, Research Skills, Analytical Skills, Finance",Master of Computer Applications - MCA,St Joseph's University,"Connect and Protect: Networks and Network Security, Play It Safe: Manage Security Risks, Foundations of Cybersecurity, Ethical Cyber Security, Cloud Security Fundamentals, Cybersecurity Foundation",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,WeMoveIdeas India,5.8,"Git, Back-End Web Development, GitHub, API Development, Amazon Web Services (AWS), REST APIs, Blockchain, Java, JavaScript, Node.js, C, Hyperledger, Solidity, SQL, HTML, Cryptocurrency, Ethereum, MongoDB, Bitcoin, Linux, Windows, Programming, Research, MySQL, Smart Contracts, Crypto, Decentralized Applications (DApps), C#, ASP.NET MVC, Agile Methodologies",Bachelor of Technology - BTech,"Sree Vidyanikethan Engineering College, A.Rangampet, Tirupati.","Corda Certified Developer, Certified Blockchain Developer, IBM Blockchain Essentials, IBM Blockchain Foundation Developer",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,KoinBX,0.7,"Blockchain, Blockchain Architecture, Public Key Cryptography, Node.js, Back-End Web Development, Python (Programming Language)",,,,Bengaluru,Karnataka,India,blockchain_developers
SDE,JPMorgan Chase & Co.,5.8,"Nonprofit Volunteering, Voluntary Sector, AWS Lambda, Amazon ECS, Amazon Web Services (AWS), Cloud Computing, Python (Programming Language), MongoDB, Tailwind CSS, Continuous Integration and Continuous Delivery (CI/CD), Cloudflare, JavaScript, TypeScript, Three.js, Svelte, Electron.js, React.js, Full-Stack Development, Node.js",Bachelor of Engineering - BE,"Dayananda Sagar College of Engineering, BANGALORE","AWS Certified Developer – Associate, AWS Certified Cloud Practitioner, Software Engineering Virtual Experience,  The Complete 2021 Web Development Bootcamp , Programming for Everybody (Getting Started with Python), The Bits and Bytes of Computer Networking, Technical Support Fundamentals, Google Ads , GCP Essentials",Bengaluru,Karnataka,India,blockchain_developers
SDE 2,Acko,7.1,"C++, Nodejs, Java, MySQL, HTML5, Cascading Style Sheets (CSS), PHP, Microsoft Office, SQL, JavaScript, Bootstrap, git, Blockchain, Solidity, Leadership, Team Management, Public Speaking, Jet cookbook, Gitlab, PostgreSQL, decentralized exchange, Node.js",Bachelor of Engineering,"Institute of Engineering & Technology DAVV, Indore","ACM ICPC online round, Codechef SNACKDOWN 2016, Codechef SNACKDOWN 2017, Computer Programming, IBM Blockchain Essentials, Introduction To Virtualization",Bengaluru,Karnataka,India,blockchain_developers
Blockchain Content Curator,Ticker,1.8,"Go (Programming Language), Rust (Programming Language), Blockchain, Smart Contracts, Ethereum, Marketing Analytics, Microsoft Excel, Writing, English",Bachelor of Engineering - BE,CHANDIGARH UNIVERSITY,,Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,Codegene,4.5,"Ether.js, web3.js, React.js, Blockchain, JavaScript, Solidity, Java, Ethereum, Cascading Style Sheets (CSS), HTML, Python (Programming Language)",Bachelor of Technology - BTech,RR Institute Of Technology,,Bengaluru,Karnataka,India,blockchain_developers
Blockchain Developer,Sustainability Economics,3.2,"Artificial Intelligence (AI), Solution Architecture, Web3, Smart Contracts, Cryptocurrency, Software Development, Ethereum, JavaScript, Solidity, Blockchain, Node.js",Bachelor of Engineering - BE,Savitribai Phule Pune University,,Bengaluru,Karnataka,India,blockchain_developers
Software Engineer E3,ChainSafe Systems,7.4,"Rust (Programming Language), Go (Programming Language), Oracle SQL Developer, Data Structures, Algorithms, Software Development, Database Design, Stategic Planning, C, C++, Python (Programming Language), React, Unix, Linux, Microsoft SQL Server, Git, C (Programming Language), Team Management, Leadership, Full-Stack Development",Bachelor of Engineering (B.E.),Sir M Visvesvaraya Institute Of Technology,,Bengaluru,Karnataka,India,blockchain_developers
Software Engineer,CDN Solutions Group,4.2,".NET Core, ASP.NET Core, ASP.NET MVC, Non-Fungible Tokens (NFTs), Solidity, Web3, React.js, web3.js, Blockchain, Dart, Rust (Programming Language), C++, Python (Programming Language), SQL, Object-Oriented Programming (OOP), Microsoft SQL Server, HTML5, C#, .NET Framework, Model-View-Controller (MVC)",Bachelor of Technology - BTech,Technocrats Institute Of Technology,,Bengaluru,Karnataka,India,blockchain_developers
Senior Software Engineer,crypto startup,13.3,"Systems Engineering, Full Stack Developer, Research n Development, Blockchain Technology, Collaborative Learning, Excellent Coding Skills, Spring Boot, Kafka, RabbitMQ, Redis, Research and Development (R&D), Design Patterns, Microservices, MongoDB, NoSQL, TypeScript, C (Programming Language), MySQL, Ethereum, AngularJS, Smart Contracts, Spring Framework, JavaScript, Hyperledger, Node.js, Solidity, Python (Programming Language), Corda, MultiChain Platform, Java, Bitcoin, Cryptocurrency, Cryptography, Agile Methodologies",Bachelor of Engineering - BE,Government Jobs,,Bengaluru,Karnataka,India,blockchain_developers
,,,"Cryptography, Blockchain, Project Management, Presentations, Software Project Management, English, Communication, Web Development",Bachelor of Technology - BTech,Presidency University Bangalore,Blockchain basics,Bengaluru,Karnataka,India,blockchain_developers
