current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Associate Software Engineer,Oracle,1.1,"Flask, Python (Programming Language), Mongo, Cryptography, Node.js, Cascading Style Sheets (CSS), Expo, Tailwind CSS, JavaScript, MongoDB, TypeScript, Express.js, React Native, React.js, Next.js",Bachelor of Engineering - BE,RV College Of Engineering,"Computer Network Certification, Full Stack MERN Certification",Bengaluru,Karnataka,India,web3_developers
SDE-3,Six Sigma Sports,9.2,"Web Applications, JavaScript, Front-End Development, React.js, Next.js, Remix, TypeScript, Front-end Development, Cascading Style Sheets (CSS), Tailwind CSS, HTML5, Node.js, Express.js, Web3, Redux Thunk, Ember.js, Git, Github action, HTML, Greenfield Projects, Object-Oriented Programming (OOP), Agile Development, Continuous Integration and Continuous Delivery (CI/CD), Scrum, Responsive Web Design, Code Review, Technical Design, Redux, Problem Solving, CosmJs, Python (Programming Language), Webpack, MySQL, Material-UI, Software Design, Server Side, Critical Thinking, Coding Standards, Team Leadership, Leadership, Agile Methodologies, Programming, Computer Science, Communication, GitHub",Bachelor of Technology (B.Tech.),Dr. A.P.J. Abdul Kalam Technical University,"React Developer, Python, Hackerrank, Learn IT, Girl! Mentor",Bengaluru,Karnataka,India,web3_developers
Ecosystem DevRel Manager,StarkWare,5.3,"Product Marketing, Article Writing, Astro, storyblok, Content Management Systems (CMS), Agile Development, TypeScript, Tailwind CSS, Next.js, Solidity, Cairo, React.js, Software Development, Front-End Development, Troubleshooting, Blockchain, Full-Stack Development, JavaScript, Developer Marketing, Technical Support, Technical Documentation, Community Development, Technical Marketing, Software Documentation, Program Management, Technical Writing, Developer Relations, Java, Data Structures and Algorithms, Leadership, Engineering, Project Management, Programming, Object-Oriented Programming (OOP), Python (Programming Language), Git, GitHub, Problem Solving, Team Leadership, Public Speaking, Communication, Computer Science Engineering",Bachelor of Technology - BTech,Vellore Institute of Technology,"DevRel Mentorship Program, Javascript , HTML, CSS and JavaScript by John Hopkins University, GitHub for Windows Developers, The Fundamentals of Digital Marketing",Bengaluru,Karnataka,India,web3_developers
Software Development Engineer ,ElasticDevs,3.2,"Flutter, Spring Boot, React.js, Next.js, Java Development, Java, Apache Kafka, Apache Spark, RabbitMQ, Celery, Redis, Nginx, Go (Programming Language), Gin, GitHub Actions, Docker, Shell Scripting, Web3 Development, MlPerf Benchmarking, Firebase, XML, Rust (Programming Language), Elastic Stack (ELK), Substrate Framework, Amazon Web Services (AWS), MySQL, PostgreSQL, Django, Solidity, Blockchain, Smart Contracts, Ethereum, Web3, Java Swing, REST APIs, Swagger API, Microservices, Java8, Git BASH, Data structures with Java, Databases, RESTful WebServices, Maven, Computer Science, Software Development, C (Programming Language), Advanced Business Application Programming (ABAP), Problem Solving, Spring Framework, Hibernate, J2EE Application Development, Android Studio, Robotics, Internet of Things (IoT), Python, HTML5, JavaScript, Cascading Style Sheets (CSS)",Bachelor of Technology - BTech,Lovely Professional University,"Data Visualization, Front End Development Libraries, JavaScript Algorithms and Data Structures, Legacy Front End, Responsive Web Design, Android, Certificate in C Language, Java Full Stack Development , SAP Certified Development Associate- ABAP",Bengaluru,Karnataka,India,web3_developers
Co-Founder,Zestora Hospitality Solutions,6.6,"Landing Page Optimization, Digital Marketing, Search Engine Optimization (SEO), Search Engine Marketing (SEM), Pay Per Click (PPC), Digital Strategy, Strategic Planning, Project Development, Project Management, Marketing Strategy, Content Marketing, Web Content Writing, Web Analytics, Data Analysis, Social Media, Social Media Marketing, Facebook Marketing, Google Analytics, Google Ads, Microsoft Office, Team Management, Public Speaking, Communication, English, Arabic",Bachelor of Technology - BTech,Presidency University Bangalore,"Marketing Tools: Digital Marketing, Advanced Google Analtics, Google ads fundamentals , Fundamentals of Digital Marketing",Bengaluru,Karnataka,India,web3_developers
Software Engineer - Solutions & Integrations,Oasis,5.7,"API Development, SDK development, Artificial Intelligence (AI), Node.js, Next.js, Solidity, React.js, TypeScript, Project Management, Product Management, QA Engineering, SQL, Mixpanel, JavaScript, Ethereum, Tutorials, API Documentation, Developer Relations, Technical Support, Product Development, Software Development, Amazon Web Services (AWS), Program Management, User Experience (UX), Google Cloud Platform (GCP), Blockchain, Smart Contracts, Data Analytics",BE - Bachelor of Engineering,Ramrao Adik Institute of Technology,"CCNA: Enterprise Networking, Security, and Automation, CCNA: Switching, Routing, and Wireless Essentials, AWS Academy Graduate - AWS Academy Cloud Foundations, CCNA: Introduction to Networks, Foundations of Artificial Intelligence, Deloitte Technology Consulting Virtual Internship
, Elements of AI",Bengaluru,Karnataka,India,web3_developers
Backend Engineer,ODX,6.6,"Scala, NoSQL, GraphQL, Web3, Ethereum, Smart Contracts, EVM, COSMOS, Google Cloud Platform (GCP), Continuous Integration (CI), Codecs, Peer-to-peer Computing, C (Programming Language), C++, HTML, Machine Learning, SQL, Data Structures, Go (Programming Language), Microservices, Continuous Integration and Continuous Delivery (CI/CD), Object-Relational Mapping (ORM), Github, Bitbucket, Amazon Web Services (AWS)",BTech - Bachelor of Technology,"National Institute of Technology , Patna","Android App Development, MTA: Database Fundamentals - Certified 2016",,Andhra Pradesh,India,web3_developers
Senior Frontend and Web3 Engineer,Timeswap Labs,11.0,"Starknet, SASS, Bootstrap (Framework), Web Development, MetaMask, Blockchain, Smart Contracts, Ethereum, Web3, Computer Science, Tailwind CSS, GitHub, Front-End Development, Continuous Integration and Continuous Delivery (CI/CD), Cascading Style Sheets (CSS), JavaScript, HTML, Nextjs, Redux Toolkit, styled-components, TypeScript, React Native, React.js, Next.js, angular 4, jQuery, HTML5, WordPress, webpack, Redux, Magento, Git, Redux.js, Bitbucket",Bachelor of Technology (B.Tech.),Amity University Gwalior,"Ethereum Smart Contract Programming 101, Blockchain and Bitcoin 101, Ethereum 101",Bengaluru,Karnataka,India,web3_developers
Blockchain Developer,GetBoarded,5.6,"Content Writing, Blockchain, Solidity, Technical Writing, Documentation, Game Development, Blockchain development , Full Stack Development, MERN Stack, Android Development, Artificial Intelligence (AI), Strategic Communications, Firebase, Django, Node.js, Full-Stack Development, AutoCAD",Bachelor of Technology - BTech,"Rajasthan Technical University, Kota",Triplebyte Certified,Kota,Rajasthan,India,web3_developers
Fullstack Blockchain Engineer,Stealth Startup,7.7,"Solidity, Rust, Vyper, Cairo, TypeScript, JavaScript, Python, Web3 Security Research, ZK, Python (Programming Language), Vyper (Programming Language), Rust (Programming Language), Cairo (Programming Language), Docker, Blockchain, Ethereum, Arbitrum, Solana, Starknet, NEAR, Polkadot, Amazon Web Services (AWS), CCIP, Bitcoin, Bitcoin Core, Smart Contracts, Decentralized Applications (DApps), Foundry, Hardhat, Node.js, React.js, Flask, Django, Actix, Leptos, PostgreSQL, SQL, MySQL, MongoDB, NoSQL, Redis, Linux, HTMX, HTML, CSS, HTML/CSS, Git, Microsoft Azure, Azure, Cryptography, Web Scraping, Web Development, Software Development, Machine Learning, Deep Learning, Artificial Intelligence (AI), Quantum Computing, Quantum Mechanics",Security and Auditing Foundations,Cyfrin Updraft,"Certification: Chainlink Fundamentals, Starknet Basecamp 12, Threat intelligence Analyst - Foundations, Rust on Bare Metal, CCIP Bootcamp, Artificial Intelligence Fundamentals, Build Web Apps with Rust, Actix Web, and HTMX, Full-Stack Web Apps with Rust and Leptos, Rust at Full Speed: Harnessing Concurrency with Confidence, Qiskit Global Summer School 2023 - Quantum Excellence, XM Cyber- Exposure Management Expert, Rust: Asynchronous Programming with Tokio, First Look: Rust, Level Up: Rust, Rust Essential Training, Become a Blockchain Developer, Getting Started in Blockchain, Scientific Computing with Python, Udacity Deep Learning Nanodegree, Applied Data Science I: Scientific Computing & Python (with honors), Scientific Computing and Python for Data Science, Google Crash Course on Python,  LFS101x: Introduction to Linux , EF SET English Certificate 72/100 (C2 Proficient)",Hyderābād,Telangana,India,web3_developers
Associate Software Engineer,KeyValue Software Systems,3.1,"Spring Framework, Spring Boot, Artificial Intelligence (AI), Go (Programming Language), Code Review, Technical Leadership, Technical Requirements, Product Development, Skill Development, Back-End Web Development, High Performance Computing (HPC), Nodejs, Kubernetes, Amazon EKS, Redis, Amazon S3, PL/SQL, Cascading Style Sheets (CSS), Problem Solving, Object Oriented Design, PostgreSQL, Linux, Representational State Transfer (REST), REST APIs, Jenkins, C++, Algorithms, NoSQL, MERN Stack, Web Applications, DevOps, Terraform, Communication, Object-oriented Languages, Optimizely, JSON, JavaScript Frameworks, Model-View-Controller (MVC), Object-Oriented Programming (OOP), Databases, Computer Science, Java, Software Development, Front-End Development, TypeScript, SQL, MySQL, TypeORM, Amazon Web Services (AWS), NestJS, Web Development, Responsive Web Design, python, react, React.js, JavaScript, Python (Programming Language), Node.js, MongoDB, Flutter, Programming Languages, MERN developer , web scraper , python , nodejs",Bachelor of Technology - BTech,"Rajiv Gandhi Institute of Technology, Kottayam",,Cochin,Kerala,India,web3_developers
Software Engineer,Spydra,3.5,"Databases, Data Structures, Relational Databases, Standard Template Library (STL), Rust (Programming Language), Problem Solving, Software Design Patterns, Multithreading, Docker , TypeScript, JavaScript, Continuous Integration and Continuous Delivery (CI/CD), Cloud-Native Architecture, Blockchain, Debugging, Kubernetes, Software Development Methodologies, Smart Contracts, GNU/Linux, Systems Engineering, API Development, Linux, C++, Microservices, Web Services, Agile Software Development, Infrastructure as code (IaC), Helm (Software), Terraform, Systems, Amazon Web Services (AWS), DevOps, Google Cloud Platform (GCP), Azure DevOps, Docker Products, Rocket Web Framework, PostgreSQL, Diesel ORM, gRPC, Protocol Buffers, Software Development, Back-End Web Development, Algorithms, Object-Oriented Programming (OOP), Domain Name System (DNS), Network Design, Operating Systems, Python (Programming Language), Cascading Style Sheets (CSS), SQL, Git, GitHub, Go (Programming Language), Networking, Bash",Bachelor of Technology - BTech,"Indian Institute of Technology, Indore","AWS Cloud Quest: Cloud Practitioner, Blockchain Basics, Blockchain: Beyond the Basics, Blockchain: Learning Solidity, Ethereum: Building Blockchain Decentralized Apps (DApps), Learning GraphQL, Programming Foundations: Data Structures, First Look: Rust, Rust Essential Training, Go (Basic), SQL (Basic), NDG Linux Essentials, Python (Basic), Linux Tools For Developers, Linux For Developers, Open Source Software Development Methods, Learning Vim, Using Python To Access Web Data, Software Engineering Virtual Experience, Crash Course on Python, Python Data Structures, The Bits and Bytes of Computer Networking, Programming for Everybody (Getting Started with Python), Technical Support Fundamentals, HTML Fundamental Course, C++ Tutorial Course",,,India,web3_developers
Software Engineer,InspironLabs,5.4,"System Architecture, Software Development, Communication, Cascading Style Sheets (CSS), Project Management, Software Infrastructure, Front-End Development, Express.js, MongoDB, Node.js, React.js, Community Engagement, SQL, Databases, Object-Oriented Programming (OOP), Object-Relational Mapping (ORM), Web Development, Web Design, CS50, Python advance, Django, HTML5, Java, JavaScript, Oracle Database, Data Structures, Database Management System (DBMS), Bootstrap (Framework), Solidity, Web Content Writing, Social Media Content Creation, Social Media, Media Planning, Email Marketing, Lead Generation",Computer Software Engineering,Masai,Civil-military Liaison Programme ,Bengaluru,Karnataka,India,web3_developers
Member,Toastmasters International,1.6,"Solidity, Next.js, EVM, TypeScript, Ether.js, MetaMask, JavaScript, Blockchain, React.js, Express.js, vite, MongoDB, Smart Contracts, JSON Web Token (JWT), Stripe (Software), REST APIs, vercel, Mongoose ODM, MySQL, Render, Data Structures , Tailwind CSS, Web3, Redux.js, bcrypt, Node.js, SQL, GitHub, Critical Thinking, Front-End Development, Netlify, Team Leadership, Team Management, Figma (Software), Adobe XD, Bootstrap, Cascading Style Sheets (CSS), HTML5, Firebase, Cryptography, Public Speaking, Personal Development, Object-Oriented Programming (OOP), Operating Systems, Web Design, Database Management System (DBMS), SASS, Ethereum, Non-Fungible Tokens (NFTs), Python (Programming Language), Algorithms, Git, Computer Networking, Adobe Photoshop, Communication, Time Management, Data Structures, Postman API, Web Development, Metadata",Masters in Software Engineering ,Scaler,"Advanced Javascript, ChatGPT Workshop, Data Structures & Algorithms, Databases and SQL, Dominant Freelancing in 2022: Zero to Mastery, JavaScript (Intermediate), Javascript, MERN, Metaverse Masterclass - Learn Everything about the Metaverse!, React, React Developer, Web performance development",Mumbai,Maharashtra,India,web3_developers
SDE-1,Kratos Gamer Network,4.0,"Software Infrastructure, Front-End Development, Internet Software, Mean Stack, Go , Docker, Blockchain, Back-End Web Development, Manual Testing, Engineering, Python (Programming Language), React.js, Web Development, Data Structures, Algorithms, Object-Oriented Programming (OOP), C++, Html, Core Java, kotlin, Communication, Front-end Development, css, Material-UI, Blockchin, web3.js, Daap, Truffle Framework, Solidity, Ganache, Remix, Node.js, Postman API, API Development",s4 (gaudmire),buildspace,Blockchain Basics,Bengaluru,Karnataka,India,web3_developers
Staff Software Engineer - 1,CoinDCX,11.4,"Node.js, Smart Contracts, Web Services API, Decentralized Applications (DApps), Indy, Hyperledger Fabric, Corda, ESG, Full-Stack Development, Fabric, Ethereum, JavaScript, Programming, Strategic Planning, Budgets, Research, Hyperledger, Blockchain, Microsoft Office, Windows, C++, C, Microsoft Excel, Microsoft Word, Outlook, PowerPoint, Java, Linux, Microsoft PowerPoint, HTML, SQL, MySQL, Solidity, Teaching, Public Speaking, English, Go (Programming Language), Python (Programming Language), Cloud Development, Amazon Web Services (AWS), Microsoft Azure, Web Application Development, Continuous Integration and Continuous Delivery (CI/CD), Azure DevOps, Virtual Machines",Bachelor of Technology - BTech,"TKM College of Engineering , Kollam","Azure for Developers: Implementing VMs and Batch Jobs, Building a Web Application on Microsoft Azure, Developing CI/CD Solutions with Azure DevOps, AWS Essential Training for Developers, Learning Python, Microsoft Certified: Azure Fundamentals, Corda Certified Developer, IBM Blockchain Essentials, IBM Blockchain Essentials V2, IBM Blockchain Foundation Developer",Bengaluru,Karnataka,India,web3_developers
Senior DevOps Engineer,EMURGO,17.4,"Bash, Datadog, Blockchain, Docker Swarm, Application Support, Microsoft Power BI, docker, Weblogic Administration, Tuxedo, Selenium, Unix, Shell Scripting, DevOps, ITIL Certified, jenkins, WebLogic, ElasticSearch, Kibana, Logstash, SQL, Linux, Jira, Elastic Stack (ELK), Grafana, Microsoft Azure, Kubernetes, Python (Programming Language), Jenkins",Master of Business Administration - MBA,Karnataka State Open University,"EMURGO Certified: Foundations of Blockchain with Overview of Cardano, Python for DevOps Bootcamp, Jenkins: Administration, Microsoft Certified: Azure Fundamentals",Bengaluru,Karnataka,India,web3_developers
Full Stack Engineer (Founding Team),StationX.network,3.5,"System design, Solidity, Postgres, YAML, Smart Contracts, DevOps, Domain-Driven Design (DDD), NestJS, Git, Blockchain, GraphQL, Redis, Redux.js, Docker, Jest, PostgreSQL, web3, Amazon Web Services (AWS), Linux, Back-End Web Development, SQL, Algorithms, Data Structures, Next.js, TypeScript, C++, JavaScript, Node.js, MongoDB, Express.js, React.js",Bachelor of Technology - BTech,Bhagalpur College of Engineering,,Bengaluru,Karnataka,India,web3_developers
Project Intern - Digital Opex,Tata Consultancy Services,1.5,"Engineering, Continuous Integration and Continuous Delivery (CI/CD), Scrum, DevOps, Cloud Applications, Software Development, Node.js, PostgreSQL, Server Side, REST APIs, Web Applications, Back-End Web Development, Java, C#, .NET Framework, Microsoft SQL Server, Go (Programming Language), Electronic Data Interchange (EDI), B2B Software, Supply Chain Optimization, EDI ANSI X12, Retail, SQL, E-commerce Optimization, Cascading Style Sheets (CSS), HTML5, Software Architecture, Agile & Waterfall Methodologies, Software Development Life Cycle (SDLC), Computer Science, Distributed Computing, Cryptography, Artificial Intelligence (AI), Rust (Programming Language), solana, Web3, Ethereum, Blockchain, JavaScript, Solidity, Project Management",Bachelor of Engineering - BE,CHANDIGARH UNIVERSITY," Get Started with Cloud Native, DevOps, Agile, and  NoSQL, Application Development using Microservices and Serverless , Developing Back-End Apps with Node.js and Express, Get Started with Cloud Native, DevOps, Agile, and NoSQL, IBM Back-end JavaScript Developer Specialization, JavaScript Programming Essentials, Node.js & MongoDB: Developing Back-end Database Applications, Introduction to HTML, CSS, & JavaScript, Introduction to Software Engineering, .Net Full Stack Foundation,  Microsoft SQL Server Bootcamp 2024: Go from Zero to Hero, Go Programming , JavaScript Basics, Rust Fundamentals, Building Databases with PostgreSQL and Go, Complete Java Mastery Course, Decentralized Finance (DeFi): The Future of Finance Specialization, Blockchain Specialization, Foundations of Project Management, Blockchain Technology using Ethereum and Polygon, Artificial intelligence",Tiruchirappalli,Tamil Nadu,India,web3_developers
Web3 & DevOps Engineer,Kerala Blockchain Academy,3.2,"Hyperledger Fabric, Go (Programming Language), Web3, Analytical Skills, React.js, Express.js, Distributed Ledger Technology (DLT), Node.js, Cryptocurrency Trading, Testing Tools, Front-End Development, Non-Fungible Tokens (NFTs), web3.js, Decentralized Applications (DApps), Smart Contracts, Cryptocurrency, FinTech, Hyperledger, Solidity, Ethereum, English, Finance, Blockchain, Communication, Strategy",Bachelor of Engineering - BE,Rajalakshmi Engineering College,"CKA: Certified Kubernetes Administrator, BCP: Besu Certified Professional, HFCP: Hyperledger Fabric Certified Practitioner, Certified Ethereum Developer, Ethereum Fundamentals, Hyperledger Fabric Fundmaentals, 2-DAY ETHEREUM BOOTCAMP, Certified Blockchain Expert, Master modern Security and Cryptography by coding in Python, Blockchain Course Completion, Blockchain Basics, Introduction to dapps, Smart contracts",Chennai,Tamil Nadu,India,web3_developers
Founder,Infinity web3,6.6,"Jenkins, Terraform, Ansible, Azure DevOps Services, Marketing Campaign Plans, Content Creation, Canva, Community Building, Event Planning, Team Building, Drippy , notion, Miro Collaboration Platform, collaborations, Research Skills, Discord Server Building & Security, Blockchain & Web3 Knowledge, Community Building &  Engagement, Project Management, Social Media Strategy, Content Development, Marketing Event Planning, Event Management, Influencer Outreach, Strategic Partnerships, Growth Strategies, Gamification, Online Community Moderation, Public Relations, Collaboration Tools, Customer Support, Analytics, Conflict Resolution",,,,Bengaluru,Karnataka,India,web3_developers
Developer intern,Epicminds Information Technology,0.4,"Algorithms, Software Development, Programming, Object-Oriented Programming (OOP), HTML, Generative AI Tools, Artificial Intelligence (AI), TypeScript, .NET Framework, React.js, Node.js, JavaScript, Generative AI, Git, GitHub, Python (Programming Language), Machine Learning, Large Language Models (LLM), Computer Science, Front-End Development, Bootstrap (Framework), Tailwind CSS, C (Programming Language), C++, SQL",Bachelor of Engineering - BE,Global Academy Of Technology,"Wipro certified Dotnet Full Stack, Prompt Engineering for ChatGPT",Bengaluru,Karnataka,India,web3_developers
Blockchain Developer,Züs,1.7,"Job Boards, solana, ICP, Solidity, Smart Contracts, Ethereum, Web Development, Android Development, Node.js, React.js, Leadership, MongoDB, Kotlin, JavaScript, Java, C++, C#, Python (Programming Language)",Master of Technology - MTech,"Indian Institute of Technology, Patna","Android Development with Kotlin, Computer Architecture and Computer Organization Masterclass, Certificate of Workshop on Cyber Security by TechDefense, Certificate of Workshop on Machine Learning  Artificial Intelligence by IBM, The Bits and Bytes of Computer Networking",Bengaluru,Karnataka,India,web3_developers
Software Engineer,Portkey,5.8,"DCKAP Integrator, Frontend, Responsive Web Design, Skill Development, Object-Oriented Programming (OOP), Agile Development, Vite, Jest, Front-End Development, TypeScript, Webpack, Python (Programming Language), Node.js, Java, Next.js, FastAPI, Tailwind CSS, Mongoose ODM, React.js, JavaScript, JavaScript eXtension (JSX), MongoDB, React Native, REST APIs, Android , Google Material Design, MySQL, PostgreSQL, Git, Selenium, Playwright, OpenCV, Maizzle, Fastify",Bachelor of Technology,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, NUZVID",,,Andhra Pradesh,India,web3_developers
Backend Engineer - Crypto Taxation,Anonymous ,12.8,"Big Data Analytics, Amazon Web Services (AWS), Spring Framework, Oral Communication, Reliability, Distributed Systems, Usability, Soft Skills, Quality Control, Hypertext Transfer Protocol (HTTP), Database Design, Real Time System Design, Large-scale Data Processing, Problem Solving, Performance Analysis, Communication, Java Virtual Machine (JVM), Algorithm Development, Programming, Performance Tuning, Troubleshooting, Transmission Control Protocol (TCP), Networking, Internet Protocol Suite (TCP/IP), Business Rules, Internet Protocol (IP), Analytical Skills, Financial Understanding, Technical Analysis, gRPC, Reasoning Skills, Change Impact Analysis, Computer Science, PostgreSQL, SQS, SNS, Scala, Human Resources (HR), Intercultural Communication, People Management, Strategic Leadership, Regular Expressions, Adobe Illustrator, Empathy, Active Listening, Drools, Object-Oriented Programming (OOP), REST APIs, JSON, Technical Design, Functional Requirements, Data Structures, DevOps, Spring Boot, AngularJS, JUnit, Jenkins, Continuous Integration and Continuous Delivery (CI/CD), python, Apache Spark, PySpark, Foundry, Microsoft Excel, Cross-cultural Communication Skills, Technical Support, IT Cost Optimization, Data Quality, Statistical Data Analysis, Java, JavaScript, Angular, Software Development, Docker, Git, Postman API, SQL, Cascading Style Sheets (CSS), HTML, Jira, Microsoft Office, Apache Kafka, Management, Increase Productivity, Work Life Balance, Microservices, Software Design Patterns",Bachelor's degree,Manipal Institute of Technology,"Microservices: Design Patterns, Java: Lambdas and Streams, Databricks Certified Associate Developer for Apache Spark 3.0, Introduction to Python, Docker for the Absolute Beginner, Problem Solving (Intermediate) Certificate, JavaScript Algorithms and Data Structures, Free Code Camp's Front End Development Program, Version Control with Git, Big Data Integration and Processing, Big Data Modeling and Management Systems, Introduction to Big Data",,,India,web3_developers
Software Developer,eSparkBiz,3.0,"Auth0, Jira, TypeORM, Nx, NestJS, Java, Spring Boot, Docker, Microservices, Spring Cloud, Spring Security, viem, Continuous Integration and Continuous Delivery (CI/CD), Docker , Smart Contracts, Blockchain, web3.js, ethers, Tailwind CSS, Next.js, MySQL, XAMPP, Three.js, Electron.js, TypeScript, React Native, Redux , MongoDB, Node.js, React.js, Postman API, JavaScript, Python (Programming Language), Django, Front-End Development, HTML, Cascading Style Sheets (CSS), Web Development, C++, Machine Learning, Algorithms, Data Structures, Problem Solving, PostgreSQL, Database Management System (DBMS), Programming, Team Leadership, Bootstrap, HTML5, SQL, Engineering",Bachelor of Engineering - BE,APOLLO INSTITUTE OF ENGINEERING AND TECHNOLOGY,"Responsive Web Design, Python (Basic) Certificate",Ahmedabad,Gujarat,India,web3_developers
Blockchain Dapp Dev,,2.7,"DeepSeek AI, LangChain, Vercel AI SDK, Web3 Authentication, pinata, RainbowKit, Next.js, TypeScript, Blockchain Architecture, Non-Fungible Tokens (NFTs), Blockchain, ipfs, Pinecone, Node.js, web3.js, React.js, SQL, MongoDB, Smart Contracts, Solidity",Master's degree,"Christ University, Bangalore",Blockchain: Beyond the Basics,Bengaluru,Karnataka,India,web3_developers
