current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Software Engineer L4,Eastvantage,15.2,"Poetry, Redis, Docker, Microservices, Slack, Agile Methodologies, Agile Application Development, Jira, REST APIs, FastAPI, PostgreSQL, React.js, socketio, Python (Programming Language), Django, ReactJs, Rest API, Git, GitHub",Bachelor of Technology - BTech,"Kerala University, Thiruvananthapuram","AWS Essentials, Lean Six Sigma White Belt Certification",Bengaluru,Karnataka,India,fullstackFinal
Member of Technical Staff,Oracle,4.8,"Oracle E-Business Suite, Oracle SQL Developer, Engineering, plsql developer, java developer, sql developer, plsql, Servlets, Java Database Connectivity (JDBC), JavaServer Pages (JSP), Data Structures, Design Patterns, Oracle Database, SQL, Software Development, Core Java, JSP, servlet, Spring Framework, Hibernate, Maven, Gradle, Log4j, Scrum, design pattern, Spring Boot, RESTful WebServices",Bachelor of Technology - BTech,"Balasore College of Engineering and Technology, (BCET), Balasore",,Bengaluru,Karnataka,India,fullstackFinal
Web Development Intern,Treue Technologies,0.2,"Red Hat Linux, Problem Solving, Oracle Database, Web Development, Linux, JavaScript , Css, Html, J2ee, Java, PL/SQL",Bachelor's degree,sri padmavathi womens degree and pg college in tirupathi,,Bengaluru,Karnataka,India,fullstackFinal
Senior Software Engineer,i-exceed ,4.8,"Full-Stack Development, Git, Angular, Subversion, Microservices, Spring Boot, jQuery, Spring MVC, Core Java",Bachelor of Technology - BTech,SWAMI VIVEKANAND UNIVERSITY SAGAR (MP),,Bengaluru,Karnataka,India,fullstackFinal
System Engineer,Infosys,2.2,"Oracle E-Business Suite, PL/SQL, Database Management System (DBMS), Java, Systems Design, Azure Devops, System Artitecture, HTML, MySQL, Apache Kafka, Apache NiFi, Webpack, REST APIs, API Development, User Experience (UX), SASS, Web Development, Web Design, JavaScript Libraries, JavaScript Frameworks, User Interface Design, Bootstrap, Material-UI, Web Application Development, Angular Material, AngularJS, Responsive Web Design, HTML5, Cascading Style Sheets (CSS), MongoDB, Communication, Front-End Development, Git, React Native, AJAX, javascript, Node.js, Express.js, python, DSA, Extract, Transform, Load (ETL), SQL, React.js, JavaScript, Python (Programming Language), C (Programming Language), Problem Solving, Leadership, Data Structures",Full Stack Developer,Sharpener,,Bengaluru,Karnataka,India,fullstackFinal
Lead Software Engineer,LSEG (London Stock Exchange Group),11.8,"Apache Kafka, Java, Angular, Spring Boot, Agile Methodologies, Agile, Software Development, JavaScript, HTML, JDBC, CSS, XML, MySQL, Linux, Spring MVC, Oracle SQL Developer, Unix, Git, SQL, Adobe Photoshop, WordPress, Adobe Dreamweaver, Jenkins, Git Bash, JIRA, Core Java, Spring Framework, Hibernate, RxJS, Regular Expressions, JqPlot, Google Charts, Xming, Application Security, Microservices, Java Swing",Bachelor of Engineering (B.E.),GM Institute of Technology,"Neo4j Graph Database, Angular with TypeScript, Angular, ISB - Trading Basics, Java, SQL (Intermediate), z Angular",Bengaluru,Karnataka,India,fullstackFinal
Full Stack Developer,IBM,5.8,"Generative AI, Artificial Intelligence (AI), Python (Programming Language), React.js, JavaScript, Data Structures and Algorithms, DevOps, Node.js, Cloud Services, GraphQL, Server Side, Cloud Development, Cloud Computing, Amazon Web Services (AWS), Cloud Infrastructure, Java, HTML, Programming, Database Administration, Microsoft Office",Bachelor of Technology,Kaziranga University,"2025 IBMer watsonx Challenge, AWS Certified Developer – Associate, Java and Testing Certification, Campus Outreach Certificate on ""Remote Sensing and GIS Applications in Carbon Forestry"", Certificate in Data Structures, Certificate of Participation on ""Processing Big Data Using Hadoop Cluster"" Workshop, Certificate on ""Maths For All"" Workshop, Published a title ‘A Sense-Based Semantic Similarity Measure Using a Shallow Neural Network ‘",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer - I,Triveous,3.2,"Team Coordination, Project Planning, TypeScript, Spring Boot, PostgreSQL, Java, Next.js, Representational State Transfer (REST), ECMAScript, REST APIs, Chakra ui, Express.js, MongoDB, Node.js, Redux, React.js, JavaScript, HTML5, Cascading Style Sheets (CSS), Basic of C, Basic of DSA, Microsoft Office, Team Building, Punctual , team player",Full stack web developer,Masai,,Bengaluru,Karnataka,India,fullstackFinal
Project Engineer,Wipro,3.1,"Java Development, Java, Core Java, Angular, Spring Framework, Spring Boot, Spring MVC, C (Programming Language)",Bachelor of Technology - BTech,Pragati Engineering College,"Microsoft Certified: Azure Developer Associate, Spring Boot 3, Spring 6 & Hibernate, Google Cloud GenAI - L1,L2,L3, Productivity and Time Management for the Overwhelmed, The Complete Digital Marketing Course, Microsoft Certified: Azure Fundamentals, Java Full Stack under Wipro Velocity program, Getting Started with AWS Machine Learning , Developing Soft Skills and Personality",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer,Thomson Reuters,4.3,"Skill Development, Knowledge Acquisition, Software Development, Programming, Software Quality, Problem Solving, Markup Languages, GitFlow, Data Management, Teamwork, Communication, Microservices, MongoDB, MySQL, Angular, Spring Boot, Java",BE,"Anna University, Chennai",,Bengaluru,Karnataka,India,fullstackFinal
Senior Software Engineer,Grab,7.4,"Vertex AI, Google ADK, Datalake, Team Leadership, Model-View-Controller (MVC), Functional Requirements, Mentoring, User Experience (UX), Unit Testing, Communication, Reliability, Continuous Integration (CI), Low-Level Design, Apache Kafka, Camunda BPM, React.js, GraphQL, Python (Programming Language), Data Structures, Java, Software Development, Programming, Web Development, Algorithms, Object-Oriented Programming (OOP), Agile Methodologies, Shell Scripting, E-commerce, System Architecture, Software Design, Core Java, HTML, Cascading Style Sheets (CSS), Bootstrap, MySQL, Operating Systems, Git, REST API, Jenkins, JIRA, Amazon Web Services (AWS), Docker, SQL, Django, Flask, Amazon EKS, Amazon ECS, Grafana, InfluxDB, C++, Leadership, Creativity Skills, Problem solving, Social Responsibility, Database Management System (DBMS), Microservices, JMeter, DevOps, Full-Stack Development, Redis, Kubernetes, Lua, Go (Programming Language), Envoy",Bachelor of Science,freshers Jobs resumes,"Low Level Design - Payment Apps, Squad of the month, Employee of the Month - March, Complete Guide to Protocol Buffers 3, Data structure and Algorithm in Python - Nano Degree, Most Productive Intern, Mathematical Thinking in Computer Science by US San Diego, ETHICAL HACKING WORKSHOP, Web Development",Bengaluru,Karnataka,India,fullstackFinal
Solution engineer,GAMMASTACK,1.6,"PostgreSQL, React.js, Node.js, Programming, Problem Solving, Algorithms, Multithreaded Development, Multithreading, Spring Data, Microservices, RDBMS, Model-View-Controller (MVC), Servlets, JavaServer Pages (JSP), Spring Boot, Java Database Connectivity (JDBC), Maven, Hibernate, Data Structures, JavaScript, MySQL, SQL, Java, Computer Science, Python (Programming Language), C (Programming Language), HTML, Cascading Style Sheets (CSS), Microsoft Office, Good communication skills",Bachelor of Technology - BTech,Rajiv Gandhi Prodyogiki Vishwavidyalaya,,Bengaluru,Karnataka,India,fullstackFinal
Associate Software Engineer,Goldman Sachs,7.8,"A/B Testing, Jupyter, Linux, Jakarta XML Binding (JAXB), Microsoft Azure, Concurrent Programming, RAG, Distributed Systems, Git, Solution Architecture, Amazon Web Services (AWS), Automatic Text Summarization, Audio Transcription, Hibernate, Terraform, SQL, Python (Programming Language), Keras, Large Language Models (LLM), RabbitMQ, Node.js, Python, AngularJS, Linux Server, SQLite, Spring Data, System Architecture, Design Patterns, SQL DB2, Java, Web Development, Spring Framework, Algorithms, Data Structures, Machine Learning, Cascading Style Sheets (CSS), JavaScript, Core Java, NoSQL, Spring Boot, MongoDB, Kafka Streams, Elasticsearch, Elastic Stack (ELK), React.js, Apache Kafka, Kubernetes",Bachelor of Technology - BTech,"PEC University of Technology, Chandigarh",,Bengaluru,Karnataka,India,fullstackFinal
Founder and CEO,livecristle,6.4,"Web Development, Business Development, Project Managment, Digital Marketer, Social Media Management",,,,Bengaluru,Karnataka,India,fullstackFinal
SDE 3,Walmart Global Tech India,4.6,"Cascading Style Sheets (CSS), React.js, Web Development, Python (Programming Language), Java, PHP, Django, C (Programming Language), Android Development, Deep Learning, REST API, Android SDK, Android Design, Android Studio, Android Testing, Flutter",Bachelor of Technology - BTech,"Indian Institute of Information Technology, SriCity","React.js Essential Training, Managing Big Data with MySQL, Convolutional Neural Networks, Deep Learning Specialization, Essential Cloud Infrastructure: Foundation, Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, Neural Networks and Deep Learning, Sequence Models, Structuring Machine Learning Projects",Bengaluru,Karnataka,India,fullstackFinal
Junior Software Engineer,McKinsey & Company,2.7,"API Development, Microservices, Design Patterns, Back-End Web Development, SQL, Object-Oriented Programming (OOP), TypeScript, Python (Programming Language), React, NoSQL, Programming, Prompt Engineering, FastAPI, NextJS, SpringBoot, Spring Boot, LangChain, Large Language Models (LLM), Vector Databases, CI/CD, PostgreSQL, docker, Redis, NestJS, Python, NodeJS, Express.js, Git, Full-Stack Development, Cascading Style Sheets (CSS), HTML, C (Programming Language), Object Oriented Design, Linux, Web Development, REST APIs, C++, Data Structures and Algorithms , Problem Solving, Competitive Programming, JavaScript, Node.js, MySQL, MongoDB, React.js",Bachelor of Engineering - BE,"The National Institute Of Engineering, Mysore","AI Agents and Agentic AI with Python & Generative AI, Academy Accreditation - Generative AI Fundamentals",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer II,McKinsey & Company,6.0,"Problem Solving, Databases, GraphQL, Amazon Web Services (AWS), Software Deployment, Python, ReactJs, Django, Apollo GraphQL, React.js, JavaScript, HTML, Cascading Style Sheets (CSS), Python (Programming Language), Flask, Java, Git, C (Programming Language), C, Microsoft Word, Microsoft Office, Microsoft Excel, Microsoft PowerPoint, Jenkins, SQL",,Scaler,,Bengaluru,Karnataka,India,fullstackFinal
Intern ,KodNest,1.9,"Java, Manual Testing, Web Technologies, Java programming, Python (Programming Language), Full-Stack Development, MySQL, Core Java",Bachelor of Technology - BTech,Anantha lakshmi institute of technology and sciences,"Cybersecurity Fundamentals, Goldman Sachs - Operations Job Simulation, Goldman Sachs - Software Engineering Job Simulation, SQL and Relational Databases 101, Tata Group - Cybersecurity Analyst Job Simulation",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer,Wissen Technology,4.8,"Core Java, MongoDB, Springboot, Hibernate, Java Developer, Spring MVC, Spring Integration, Java Development, REST APIs, Full-Stack Development, JavaScript, Java, Spring Framework, Data Science, Machine Learning, AngularJS, Spring Cloud, SQL, Python (Programming Language), C (Programming Language), MySQL, Spring Boot, Apache Kafka",Bachelor of Technology,"Jaypee Institute of Information Technology, Noida","Hackerrank Problem Solving, Google Analytics for Beginners",Bengaluru,Karnataka,India,fullstackFinal
,,,"Microsoft Excel, Microsoft Office, Smart Working, Communication",BCA,"Dr. B.B. Hegde First Grade College, Near Mookambika Industries, Kundapura--576201",,Bengaluru,Karnataka,India,fullstackFinal
Associate Software Engineer,Infinite Computer Solutions,2.2,"MongoDB, Node.js, dsa, Web Developer, Android Studio, Computer Graphics, React.js, Express.js, Computer Information Systems, Qt Creator, C++, C (Programming Language), Computer Hardware, Adobe Photoshop, Bootstrap, Git, GitHub, SQL, PHP, Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Database Management System (DBMS), Web Development, Python (Programming Language), Figma (Software), Canva, jQuery, Java, HTML, Cascading Style Sheets (CSS), XML, JavaScript",Bachelor of Technology - BTech,Govt. SKSJT Institute,Web development ,Bengaluru,Karnataka,India,fullstackFinal
Full Stack web Developement ,TAP Academy,0.7,"JavaScript, Cascading Style Sheets (CSS), Java, Oracle Database, SQL, HTML, Troubleshooting, Computer Literacy, Reflective Listening, MySQL, Core Java, Leadership",Bachelor of Technology - BTech,"Siddharth Institute of Engineering & Technology, Puttur",,Bengaluru,Karnataka,India,fullstackFinal
Custom Software Engineering Analyst,Accenture,8.3,"Parallel Computing, REST APIs, Digital Authentication, Troubleshooting, Server Side, Microsoft Excel, Microsoft Word, Microsoft Power BI, Tableau, SQL, Python (Programming Language), R&R, Machine Learning, C++, C (Programming Language), Cascading Style Sheets (CSS), HTML, Adobe Photoshop, HTML Scripting, Bootstrap, Data Structures, JavaScript, jQuery, PHP, MySQL, Cybersecurity, Ethical Hacking, Microsoft Office, Core Java, JavaServer Pages (JSP), Servlets",Bachelor of Engineering - BE,Ms Engineering College sadahalli Bangalore,,Bengaluru,Karnataka,India,fullstackFinal
Front End Intern ,Proctur - Simplifying Education Management ,0.2,"HTML, MySQL, Spring Boot, Full-Stack Development, Logics, Critical Thinking, Computer Science, Technical Specs, Programming, Optimization, SQL Database Administration, Google Cloud Platform (GCP), Decision-Making, HTML5, Oracle Database, Web Development, Cascading Style Sheets (CSS), Communication, Problem Solving, Analytical Skills, JavaScript, Java",Bachelor of Engineering - BE,Acharya ,,Bengaluru,Karnataka,India,fullstackFinal
,,,"Solidity, Blockchain, Tailwind CSS, GitHub, SQL, RDBMS, Object-Oriented Programming (OOP), Software Development, Android Studio, Web Application Development, Git, Node.js, Dart, Flutter, Front-End Development, HTML, React.js, JavaScript, Problem Solving, Python (Programming Language), C++, Data Analysis, Java , Cascading Style Sheets (CSS), Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Adobe Photoshop, C (Programming Language)",Bachelor of Engineering - BE,Cambridge Institute of Technology,,Bengaluru,Karnataka,India,fullstackFinal
,,,"Core Java, Image Processing, Microsoft Power BI, C++, Bootstrap (Framework), Hands-on Technical Leadership, Manual Testing, Python (Programming Language), MySQL, Programming Languages, Cloud Computing, Cascading Style Sheets (CSS), Embedded Systems, Full-Stack Development, MATLAB, Sign Language Translation, Plant Pathology, Creative Ideation, Engineering Recruitment, Real-time Marketing, Artificial Intelligence (AI), Test Methodologies, Performance Improvement, Tourism Marketing, Hand Modeling, Training, Google Maps, Student Advocacy",Bachelor of Engineering - BE,"Sapthagiri College of Engineering, Bengaluru",,Bengaluru,Karnataka,India,fullstackFinal
Senior Software Engineer,Walmart Global Tech India,8.7,"High-Level Design, Domain-Driven Design (DDD), AWS Lambda, Springboot, Spring Boot, Apache Kafka, Kubernetes, Microservices, Spring Cloud, NoSQL, C, C++, Strategic Planning, Project Management, Data Structures, Algorithms, Image Processing, Agile Methodologies, Computer Vision, Java, Matlab, PHP, JavaScript, AngularJS, JSON, MySQL, Angular Command Line Interface (CLI), Github, Cascading Style Sheets (CSS), REST API, AJAX, Slim Framework, jQuery UI, jQuery, Git, Ionic Framework, Apache, Maven, JBoss Application Server, IntelliJ IDEA, Public Speaking, Leadership, NI Multisim, PHP Applications, OpenCV, TypeScript, MariaDB, JMeter, Load Testing, VAPT, Burp Suite, Apache Cordova, Angular 9",Bachelor of Technology (B.Tech.),NIT Jalandhar,"Angular, B-Certificate NCC",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer 3,PayPal,5.8,"GitHub Copilot, Next.js, Genai, Prompt Engineering, Rag, Nodejs, Full-Stack Development, TypeScript, Webpack, Swagger API, Front-End Development, REST APIs, Microsoft Azure, Azure Functions, Azure Key Vault, Azure Active Directory, React.js, Node.js, Vue.js, Vuex, vue, Redux.js, Microsoft SQL Server, PostgreSQL, Microsoft Power Apps, jQuery, HTML5, Cascading Style Sheets (CSS), Pandas (Software), Management, Leadership, Public Speaking, Research, Python (Programming Language), C++, Linux, Operating Systems, English, SQL, perl, Perl, HTML, Java, j2ee, JavaScript, Bootstrap, PHP, Teamwork, Logic Design, Data Structures, C (Programming Language), Unix, Database Management System (DBMS), Computer Networking, Compiler Construction, Self Learning",Bachelor of Engineering - BE,Bangalore Institute of Technology,"GitHub Copilot Pro - AI for coding & development, Next.js 14 & React - The Complete Guide, React & Typescript - The Practical Guide, Agile Fundamentals: Including Scrum & Kanban, ChatGPT Masters: Generative Al, Prompt Engineering, Chat GPT, Generative AI for Business Leaders, Inclusive Mindset, Next Generation Al: An Intro to GPT-3, ChatGPT Masterclass - Build Solutions and Apps with ChatGPT, Java Persistence: Hibernate and JPA Fundamentals, Java and Spring Framework for Beginners with Spring Boot, Java/Apache Maven: Stop Building Java Programs the Hard Way!, Learn JAVA Programming Beginner to Master, Microsoft SQL for Beginners, Python 3 Course, Microsoft Certified: Azure Fundamentals, Webpack 5: The Complete Guide, React - Mastering Test Driven Development, Create Your First React Native App, Agile Crash Course: Agile Project Management; Agile Delivery, Node, SQL, & PostgreSQL - Mastering Backend Web Development, React - The Complete Guide (incl Hooks, React Router, Redux) , Storytelling to Influence, Taking the Work Out of Networking, Digital Acumen, Human-Centered Design, C (Intermediate)",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer - E2,Airbus,8.6,"Software Development Life Cycle (SDLC), Competitive Programming, Databases, REST APIs, Back-End Web Development, Problem Solving, Multithreading, Team Management, Go (Programming Language), Confluence, Team Leadership, Team Building, Leadership Development, API Development, Technical Discussions, Software Quality, Debugging, Widgets, Technical Design, Kubernetes, FastAPI, Artifactory, Algorithms, Amazon Web Services (AWS), Jenkins, Continuous Integration and Continuous Delivery (CI/CD), Programming, NoSQL, Low-Level Design, High-Level Design, Scaled Agile Framework, NestJS, AngularJS, Data Structures, Scrum, Software Development, Computer Science, Agile Development, Flask, MariaDB, SQL, GitHub, Programming Languages, Java, HTML, Bootstrap, MySQL, Git, Cascading Style Sheets (CSS), Django, Web Development, C++, React.js, Python (Programming Language), JavaScript, Engineering, Education, Leadership, Communication",Bachelor of Engineering - BE,RV College Of Engineering,,Bengaluru,Karnataka,India,fullstackFinal
Senior Technical Support Executive,Infosys BPM,1.3,"Amazon Web Services (AWS), Application Programming Interfaces (API), XML, JSON, MongoDB, Software Development, Web Applications, Representational State Transfer (REST), Web Development, Git, Back-End Web Development, Apache Kafka, SQL, Java Frameworks, Web Application Development, Spring Cloud, Full-Stack Development, Design Patterns, Front-End Development, Spring Data, Spring Security, Maven, Spring MVC, Databases, Object-Oriented Programming (OOP), Microservices, Java Development, Web Service Development, Program Creation, Internet Software, Software Infrastructure, Presales, Product Requirements, Product Customization, Communication, Industrial Experience, Spring Framework, Multithreading, Spring Boot, React.js, REST APIs, Java Virtual Machine (JVM), J2EE Web Services, Version Control, Object Oriented Design, Servlets, Java, JavaScript, Core Java, JavaServer Pages (JSP), Java Database Connectivity (JDBC), C++, HTML, Cascading Style Sheets (CSS), Hibernate, advanced java, MySQL, Microsoft Excel, Microsoft Word, C (Programming Language), Microsoft PowerPoint, Arduino IDE, Microsoft Office, Microsoft Outlook",Bachelor of Technology - BTech,Rural institute of technical and management ,,Bengaluru,Karnataka,India,fullstackFinal
Consultant,Deloitte USI,5.2,"Springboot, Sping data jpa, spring rest,  spring microservices, react redux, Bootstrap, Cascading Style Sheets (CSS), HTML5, Free marker, Java selenium, React js, Spring Boot, Spring MVC, C (Programming Language), Core Java, JavaScript, Programming",Bachelor of Technology - BTech,Noida Institute of Engineering & Technology,,Bengaluru,Karnataka,India,fullstackFinal
Software Engineer II,Condé Nast,7.9,"Python, Linux, Django, Node.js, JavaScript, Express.js, React.js, Shell Scripting, Ansible, Docker, GitHub, Elastic Stack (ELK), Software Development, Full-Stack Development, Back-End Development , HTML5, Confluence, Code Review, NumPy, Pandas, REST APIs, MongoDB, JSON, API Development, Microservices, Data Structures, Problem Solving, Amazon Web Services (AWS), Amazon EC2, Amazon S3, Elasticsearch, Continuous Integration and Continuous Delivery (CI/CD), Agile Project Management, Scrum, Jira, GIT, Web Development, Cascading Style Sheets (CSS), Bootstrap, Prometheus, Grafana",Bachelor's degree,Dr. A.P.J. Abdul Kalam Technical University,,Bengaluru,Karnataka,India,fullstackFinal
Software Engineer 2,Impelsys,6.2,"Code Review, User Interface Design, Attention to Detail, Responsive Web Design, Routing, Context, Hooks, Bootstrap (Framework), Representational State Transfer (REST), Material-UI, Jira, MySQL, Visual Studio, GitHub, Application Programming Interfaces (API), REST APIs, SQL, HTML5, Mobile Application Development, Object-Oriented Programming (OOP), Hypertext Transfer Protocol (HTTP), Agile Development, Software Development, npm, Git, Redux.js, Front-End Development, Web Applications, Agile, Scrum, Jest, Golang, React js, Golong, JavaScript, Android, Ionic Framework, React Native, Android SDK, Node.js, Java, Javascript, HTML, CSS, XML, Firebase, Test flight, Android Studio, Xcode, TypeScript, React.js, iOS, JSON",BCA,Alva's College of Education,,Bengaluru,Karnataka,India,fullstackFinal
Software Development Intern,CIA Labs,0.8,"Troubleshooting, DevOps, Git, Cloud Computing, Blockchain, web3.js, Web3, Cryptography, Cryptocurrency, Back-End Web Development, Express.js, Node.js, React.js, TypeScript, JavaScript, Cascading Style Sheets (CSS), HTML5, Database Management System (DBMS), Operating Systems, Computer Networking, Object-Oriented Programming (OOP), Data Structures, Algorithms, Python (Programming Language), Machine Learning, React Native, FastAPI, MongoDB, MySQL",Bachelor of Engineering ,Atria Institute of Technology,"Devops, Cloud Computing, Robotics Course, Database Management System, C++ Complete Course, Java programming fundamentals, Python with machine learning",Bengaluru,Karnataka,India,fullstackFinal
Software Engineer,Qualitest,0.5,"Database Management System (DBMS), Css, HTML, C (Programming Language), SQL, JavaScript, Leadership, Emotional Intelligence, Teamwork, Communication, Problem Solving, C++, Java",Bachelor of Engineering - BE,"MVJ College of Engineering, Bangalore, India",,Bengaluru,Karnataka,India,fullstackFinal
Full Stack Developer,LSEG (London Stock Exchange Group),3.3,"React.js, Redux.js, HTML5, Material-UI, Software Design, Web Development, Machine Learning, Java, Project Management, Django, PHP, JavaScript, C (Programming Language), html, Microsoft Excel, Python (Programming Language), Cascading Style Sheets (CSS), Pandas (Software), Communication, Problem Solving, Presentations, NumPy",Bachelor of Technology - BTech,"National Institute of Technology , Patna","React+typescript 2021 web development
, Complete Web Development Bootcamp, Machine learning and Data science",,Maharashtra,India,fullstackFinal
